#Rname	Rclass	Rfam	Rlen	FRG_NB_all	FRG_NB_Reconstructed_repeats	LEN_MASKED_NR	AVG_%DIV	MED_%DIV	AVG_%DEL	MED_%DEL	AVG_%INS	MED_%INS	AVG_LEN_MASKED	%_GENOME

rnd-6_family-1740	LINE	LINE	nd	67	67	17048	11.2870043406859	nd	2.50455713280164	nd	1.16125703894886	nd	9.51984223150999e-05	nd
rnd-1_family-907	Retro	Retro	nd	142	142	39954	13.8499549481906	nd	1.69443810381911	nd	4.73324873604596	nd	0.000223108737985541	nd
rnd-1_family-1004	DNA	DNA	nd	9	9	1082	18.5357855822555	nd	2.68038817005547	nd	4.25136783733829	nd	6.04203970817328e-06	nd
rnd-1_family-910	DNA	DNA	nd	73	73	21168	13.5099376417244	nd	2.01432256235806	nd	6.22106009070272	nd	0.00011820507998393	nd
rnd-6_family-6735	LTR	LTR	nd	929	929	286427	15.3385280717286	nd	4.25117289920417	nd	3.13690441194382	nd	0.00159944852818202	nd
rnd-1_family-816	LTR	LTR	nd	154	154	21592	15.5541149499799	nd	0.835114857354553	nd	0.665325583549434	nd	0.000120572755433343	nd
rnd-5_family-3214	LTR	LTR	nd	111	111	23843	20.4886193012621	nd	3.02591620182028	nd	3.2234328733799	nd	0.000133142655048037	nd
rnd-5_family-439	Retro	Retro	nd	104	104	13153	16.7397217364852	nd	6.44993385539425	nd	5.75810385463403	nd	7.34481961937182e-05	nd
rnd-6_family-3691	LINE	LINE	nd	181	181	66110	17.4415997579788	nd	5.77803978218094	nd	5.71419633943345	nd	0.000369167509341345	nd
rnd-6_family-4166	LINE	L1	nd	155	155	43780	25.9273595248984	nd	1.93054294198287	nd	3.30621996345339	nd	0.000244473658432372	nd
rnd-1_family-1118	DNA	DNA	nd	98	98	11358	13.9763858073601	nd	2.99945236837456	nd	1.03487145624231	nd	6.34246645151868e-05	nd
rnd-1_family-567	LTR	Gypsy	nd	720	720	60620	12.2917423292647	nd	3.99248581326355	nd	1.04958363576366	nd	0.000338510579583608	nd
rnd-1_family-288	DNA	DNA	nd	9	9	774	12.3106589147287	nd	1.71644702842377	nd	3.05130490956072	nd	4.32212452322192e-06	nd
rnd-5_family-1680	DNA	TcMar-Stowaway	nd	275	275	42157	16.9598975259115	nd	3.57867139502354	nd	3.84052019830641	nd	0.000235410598870112	nd
rnd-1_family-1170	LINE	LINE	nd	181	181	40137	12.1852001893534	nd	10.6913463886192	nd	2.49790343074969	nd	0.000224130635644132	nd
rnd-1_family-722	LTR	LTR	nd	294	294	43365	11.2948368499931	nd	3.07883754179633	nd	3.36916960682572	nd	0.000242156240244856	nd
rnd-1_family-965	LTR	LTR	nd	13	13	674	9.38379821958464	nd	0.889169139465872	nd	2.01517804154303	nd	3.76371050213382e-06	nd
rnd-5_family-3656	DNA	MULE-MuDR	nd	440	440	232411	12.1984993395316	nd	3.20738239584242	nd	1.26970694158198	nd	0.00129781561055107	nd
rnd-1_family-437	LTR	LTR	nd	672	672	171945	17.8217823141013	nd	7.58241350431596	nd	4.36232178894389	nd	0.000960164988559939	nd
rnd-6_family-2132	SINE	SINE	nd	166	166	18937	16.7795326609273	nd	4.34321434229262	nd	8.90731636478821	nd	0.000105746863173454	nd
rnd-5_family-2372	Retro	Retro	nd	128	128	50923	12.1495648331831	nd	5.28827190071289	nd	3.81002631423861	nd	0.000284361171958695	nd
rnd-6_family-1839	DNA	DNA	nd	66	66	22715	8.08439269205329	nd	3.42382478538395	nd	2.12415056130299	nd	0.000126843744890163	nd
rnd-1_family-733	LTR	LTR	nd	236	236	41202	16.0959077229258	nd	7.14592082908616	nd	8.37908232610056	nd	0.00023007774496872	nd
rnd-6_family-2019	Unknown	Unknown	nd	94	94	12560	16.062407643312	nd	3.80729219745216	nd	3.32034554140141	nd	7.01368010486658e-05	nd
rnd-5_family-8173	DNA	hAT-Tip100	nd	320	320	66826	14.9371300092728	nd	2.07410858049297	nd	1.12592793224204	nd	0.000373165753732336	nd
rnd-4_family-269	LINE	L1	nd	269	269	103718	23.558613066195	nd	2.53568040263014	nd	3.32612516631677	nd	0.000579175854392159	nd
rnd-1_family-1	DNA	TcMar-Stowaway	nd	4495	4495	850502	11.751642265383	nd	2.18167612774513	nd	1.43310115672885	nd	0.00474932241763474	nd
rnd-1_family-75	Unknown	Unknown	nd	222	222	62229	12.7329307878975	nd	5.18272638159026	nd	5.84928104260026	nd	0.000347495461182916	nd
rnd-6_family-754	LTR	Gypsy	nd	1885	1885	834510	11.5953349510625	nd	4.7517279361513	nd	3.9005211201754	nd	0.00466002084738233	nd
rnd-2_family-40	DNA	DNA	nd	2475	2475	495533	19.7924535197441	nd	6.15576732528412	nd	1.89294571703535	nd	0.00276712575111851	nd
rnd-1_family-708	LTR	LTR	nd	10	10	852	21.9194600938966	nd	2.63246478873238	nd	1.86010563380281	nd	4.75768745967064e-06	nd
rnd-1_family-134	LTR	Gypsy	nd	500	500	139708	15.187531136369	nd	3.57378976150233	nd	3.99938228304789	nd	0.000780149060581768	nd
rnd-5_family-2706	LTR	Cassandra	nd	417	417	79253	19.8327471515258	nd	2.7926258942877	nd	2.74210969931753	nd	0.000442559864132955	nd
rnd-5_family-2311	DNA	DNA	nd	1417	1417	280361	19.2447503397411	nd	4.12806246232428	nd	3.92131783664649	nd	0.00156557513366282	nd
rnd-5_family-1450	LTR	LTR	nd	356	356	41412	17.0728467593922	nd	3.44380227953284	nd	7.41494687530216	nd	0.000231250414413005	nd
rnd-6_family-2532	RC	Helitron	nd	2371	2371	295072	15.220130578297	nd	2.80711216245419	nd	2.61836660205072	nd	0.00164772342030509	nd
rnd-5_family-5429	LINE	LINE	nd	79	79	37482	9.65704258043893	nd	2.18717837895511	nd	3.47833680166471	nd	0.000209304743384243	nd
rnd-1_family-95	LTR	LTR	nd	589	589	214305	7.99533337999304	nd	2.79351121065681	nd	1.58564485196458	nd	0.00119670916789286	nd
rnd-1_family-455	LTR	LTR	nd	232	232	115998	22.4234798013778	nd	1.58562087277328	nd	1.01864514905426	nd	0.000647749096181778	nd
rnd-6_family-3502	Unknown	Unknown	nd	77	77	10982	12.53585139319	nd	3.80432981242043	nd	6.19278728828999	nd	6.13250277958955e-05	nd
rnd-1_family-615	LTR	LTR	nd	181	181	89400	13.9624477628623	nd	4.79456890380462	nd	2.9901795302011	nd	0.000499222134852764	nd
rnd-1_family-1129	LTR	LTR	nd	143	143	19689	12.0514967748479	nd	1.79268170044216	nd	2.11088120270212	nd	0.000109946136612037	nd
rnd-6_family-9166	LINE	LINE	nd	169	169	25658	22.3698986670863	nd	5.09119416946036	nd	5.22738093382222	nd	0.000143277869530786	nd
rnd-1_family-514	DNA	hAT-Ac	nd	618	618	73507	21.2723469873627	nd	3.01807542138735	nd	2.2128759165794	nd	0.000410473394481232	nd
rnd-5_family-5488	SINE	SINE	nd	186	186	22700	17.7188167400879	nd	4.88074713656395	nd	1.55038722466964	nd	0.000126759982786999	nd
rnd-1_family-156	DNA	DNA	nd	66	66	31217	17.919224140693	nd	3.03872793670133	nd	2.7969481372328	nd	0.000174320104963073	nd
rnd-1_family-243	LINE	LINE	nd	90	90	16264	19.815550909985	nd	5.04025700934568	nd	8.84834788489983	nd	9.08204563897691e-05	nd
rnd-4_family-229	LTR	LTR	nd	396	396	79267	20.0007223687065	nd	4.05770736876626	nd	4.18221403610569	nd	0.000442638042095907	nd
rnd-1_family-412	DNA	DNA	nd	468	468	44613	14.9205960146146	nd	2.17315378925423	nd	1.32569206285167	nd	0.000249125247228036	nd
rnd-6_family-454	LINE	RTE-BovB	nd	605	605	71225	10.8794868374881	nd	3.61155493155483	nd	1.71791210951209	nd	0.000397730386520002	nd
rnd-1_family-213	SINE	SINE	nd	111	111	16671	12.2876774038758	nd	0.78162977625818	nd	0.784814948113495	nd	9.30932014555977e-05	nd
rnd-1_family-628	DNA	DNA	nd	88	88	15541	9.6632166527244	nd	1.01344379383562	nd	0.591422044913434	nd	8.67831230173022e-05	nd
rnd-5_family-3967	LINE	LINE	nd	259	259	65523	10.4558553485029	nd	3.55077804740357	nd	1.6291190879536	nd	0.000365889619037558	nd
rnd-1_family-579	LINE	L1	nd	338	338	82754	15.2112865843338	nd	3.90725318413533	nd	4.12530753800438	nd	0.000462109939011249	nd
rnd-1_family-30	LINE	RTE-BovB	nd	371	371	64261	13.5502899114566	nd	3.26781033597372	nd	2.89119761597241	nd	0.000358842434091426	nd
rnd-1_family-217	DNA	DNA	nd	59	59	6912	13.8707986111111	nd	2.19273871527772	nd	2.77551938657413	nd	3.85975771376097e-05	nd
rnd-5_family-117	Retro	Retro	nd	109	109	23049	17.0322387088373	nd	3.27918694954234	nd	3.25463100351465	nd	0.000128708847720597	nd
rnd-1_family-307	Unknown	Unknown	nd	598	598	75186	14.7394751682499	nd	1.65909943340491	nd	1.29362035485327	nd	0.000419849165895301	nd
rnd-1_family-917	DNA	DNA	nd	21	21	1654	14.7131197097947	nd	2.53456469165659	nd	1.84659613059252	nd	9.23616790879723e-06	nd
rnd-4_family-1534	DNA	DNA	nd	466	466	71749	12.04370876249	nd	3.88408995247293	nd	3.22383127290937	nd	0.000400656475990503	nd
rnd-1_family-728	LTR	LTR	nd	155	155	12557	19.8228255156489	nd	2.69070797164925	nd	1.79065939316714	nd	7.01200486280331e-05	nd
rnd-3_family-171	DNA	hAT-Ac	nd	330	330	44917	19.881339359264	nd	10.7557966916754	nd	7.52813567246373	nd	0.000250822825852143	nd
rnd-1_family-86	DNA	DNA	nd	820	820	138576	14.0144323692424	nd	5.75317962706321	nd	2.64545671689248	nd	0.00077382781386305	nd
rnd-6_family-11017	Unknown	Unknown	nd	68	68	5534	15.2316407661727	nd	3.96510661366101	nd	2.87606613661008	nd	3.09026319270156e-05	nd
rnd-6_family-1489	LTR	Copia	nd	256	256	55820	15.2539779648881	nd	4.4477013615196	nd	4.21150949480297	nd	0.000311706706571379	nd
rnd-6_family-2603	DNA	DNA	nd	225	225	21695	15.9310034570192	nd	3.61782622724149	nd	6.83714035491984	nd	0.000121147921875064	nd
rnd-1_family-396	Unknown	Unknown	nd	57	57	4681	4.15082674642167	nd	0.0641102328562276	nd	9.31939542832728	nd	2.61393603271341e-05	nd
rnd-1_family-44	DNA	DNA	nd	411	411	242103	12.5534980566127	nd	3.19727628323419	nd	2.98606440233956	nd	0.00135193709747493	nd
rnd-1_family-956	Retro	Retro	nd	123	123	68785	10.9281860870837	nd	2.85541746020121	nd	1.59626415643001	nd	0.000384105084405452	nd
rnd-5_family-2216	Retro	Retro	nd	314	314	65476	12.1468892418608	nd	7.50652361170574	nd	6.60865431608472	nd	0.000365627164447647	nd
rnd-5_family-7123	LTR	Copia	nd	132	132	64860	16.244444341662	nd	2.73996592661184	nd	1.76923465926585	nd	0.000362187334077744	nd
rnd-1_family-312	DNA	DNA	nd	22	22	1081	17.9004070305273	nd	0.601896392229422	nd	1.56801110083256	nd	6.0364555679624e-06	nd
rnd-1_family-192	DNA	DNA	nd	71	71	12984	14.4190996611219	nd	6.95916897720288	nd	4.32046364756586	nd	7.25044764980794e-05	nd
rnd-1_family-1023	Retro	Retro	nd	129	129	9374	6.96368892681854	nd	4.43266481758052	nd	1.03047365052274	nd	5.23457303367988e-05	nd
rnd-6_family-5500	LINE	LINE	nd	67	67	21634	4.95315845428451	nd	1.57721780530655	nd	2.39602662475724	nd	0.0001208072893222	nd
rnd-1_family-368	DNA	DNA	nd	47	47	2180	15.6144128440369	nd	1.48182110091744	nd	2.07366972477065	nd	1.21734256597207e-05	nd
rnd-1_family-508	LTR	Copia	nd	293	293	57511	10.9015701344078	nd	2.37455756290106	nd	2.30043661212584	nd	0.000321149487667979	nd
rnd-1_family-796	LTR	Copia	nd	68	68	13928	20.7184075244121	nd	6.48088311315251	nd	5.17635769672604	nd	7.7775904857151e-05	nd
rnd-5_family-298	LINE	RTE-BovB	nd	3307	3307	515294	20.3104400400437	nd	2.9904112797742	nd	4.16789052463286	nd	0.00287747394582573	nd
rnd-1_family-168	LTR	LTR	nd	359	359	17035	15.6366551218085	nd	1.22596419137071	nd	0.764476078661584	nd	9.51258284923584e-05	nd
rnd-1_family-899	LINE	LINE	nd	90	90	10539	22.5395094411239	nd	7.78674542176678	nd	3.74305057405837	nd	5.88512536824752e-05	nd
rnd-3_family-515	DNA	hAT-Ac	nd	1217	1217	184087	21.9748240777492	nd	7.90606658807884	nd	4.75965125185302	nd	0.00102796761900046	nd
rnd-1_family-420	LTR	Gypsy	nd	259	259	57115	17.9373572616649	nd	2.90624231812995	nd	4.41118620327397	nd	0.00031893816814447	nd
rnd-5_family-444	LTR	LTR	nd	549	549	179640	10.3444800155867	nd	2.93447684257393	nd	4.27937975951913	nd	0.00100313494748267	nd
rnd-1_family-421	LTR	LTR	nd	83	83	9879	18.1925994533854	nd	5.57879137564482	nd	8.49135944933674	nd	5.51657211432937e-05	nd
rnd-4_family-135	LTR	LTR	nd	275	275	14325	11.946195462478	nd	0.719247469458997	nd	1.0128607329843	nd	7.99928085208708e-05	nd
rnd-5_family-292	DNA	hAT-Ac	nd	77	77	8706	21.4223144957495	nd	5.24370893636581	nd	5.68702733746857	nd	4.86155246759303e-05	nd
rnd-1_family-1025	DNA	hAT-Ac	nd	99	99	12562	16.4869781881867	nd	4.78195191848407	nd	2.21564480178307	nd	7.01479693290876e-05	nd
rnd-1_family-734	LTR	Copia	nd	140	140	20832	18.1212792818738	nd	1.98404041858667	nd	4.24297571044548	nd	0.000116328808873074	nd
rnd-1_family-464	LINE	LINE	nd	289	289	44088	11.7386195790252	nd	2.37019801306457	nd	5.42779282344416	nd	0.000246193573617323	nd
rnd-1_family-612	LTR	LTR	nd	219	219	49752	8.82739085866109	nd	2.23789033606697	nd	2.13188032641803	nd	0.000277822143771753	nd
rnd-1_family-784	LINE	LINE	nd	23	23	5058	11.3400237247924	nd	6.81820877817345	nd	3.15626334519571	nd	2.82445811866363e-05	nd
rnd-1_family-1135	LINE	L1	nd	109	109	25488	15.5038469083477	nd	1.0826710608914	nd	0.617664783427481	nd	0.000142328565694936	nd
rnd-1_family-268	LTR	Copia	nd	715	715	287202	9.3221615100184	nd	2.17389123334757	nd	1.48818521458732	nd	0.00160377623684545	nd
rnd-5_family-3493	DNA	DNA	nd	250	250	35670	11.8697661900756	nd	2.4523627698346	nd	5.83909587889069	nd	0.000199186281322126	nd
rnd-5_family-3954	Unknown	Unknown	nd	582	582	90612	16.7279932017832	nd	6.18436884739161	nd	5.48846013773018	nd	0.000505990112788352	nd
rnd-1_family-941	DNA	DNA	nd	366	366	29870	15.5179594911286	nd	2.2519882825579	nd	2.8459993304322	nd	0.000166798268099016	nd
rnd-1_family-162	SINE	SINE	nd	947	947	114918	22.6525967211357	nd	3.66351555021876	nd	3.80819410362179	nd	0.000641718224754027	nd
rnd-1_family-858	DNA	hAT-Tag1	nd	250	250	39166	12.1263399377004	nd	1.74872057396726	nd	1.85156538834736	nd	0.000218708435499367	nd
rnd-4_family-1670	LTR	LTR	nd	893	893	139553	20.3058058228755	nd	4.1245835632341	nd	3.41122870880658	nd	0.000779283518849081	nd
rnd-2_family-113	DNA	TcMar-Stowaway	nd	2751	2751	308305	20.5300293864906	nd	4.85538064579094	nd	3.43164784872128	nd	0.00172161834771568	nd
rnd-1_family-623	LTR	LTR	nd	192	192	12431	11.9310433593432	nd	0.591373179953348	nd	1.35550478642104	nd	6.94164469614621e-05	nd
rnd-5_family-1777	Retro	Retro	nd	257	257	43160	17.4440954587587	nd	3.47211654309594	nd	3.80653753475418	nd	0.000241011491501625	nd
rnd-1_family-212	Retro	Retro	nd	12	12	691	14.5021418234444	nd	3.39518089725034	nd	5.02589001447179	nd	3.85864088571879e-06	nd
rnd-6_family-1801	DNA	DNA	nd	275	275	30162	16.4405278164579	nd	4.886326503548	nd	3.83655029507332	nd	0.000168428837040594	nd
rnd-1_family-630	LTR	LTR	nd	113	113	19169	13.4556966977928	nd	2.84138452710133	nd	1.33279200792915	nd	0.000107042383702379	nd
rnd-1_family-122	Unknown	Unknown	nd	2109	2109	379348	15.0585221221652	nd	2.36158147664045	nd	2.35007349452518	nd	0.0021183324207173	nd
rnd-1_family-817	LTR	Gypsy	nd	38	38	6313	5.58213210834766	nd	0.757490891810555	nd	0.9645049897038	nd	3.5252677151292e-05	nd
rnd-1_family-263	LTR	Gypsy	nd	49	49	9023	20.1070686024606	nd	2.92695112490301	nd	1.51852155602343	nd	5.03856971227796e-05	nd
rnd-1_family-1036	SINE	SINE	nd	142	142	10984	11.7941842680264	nd	1.89309814275307	nd	1.67478241077933	nd	6.13361960763173e-05	nd
rnd-1_family-164	LTR	Gypsy	nd	343	343	123431	25.494406024415	nd	3.8774439970492	nd	3.74212361562384	nd	0.000689256010369257	nd
rnd-1_family-198	SINE	SINE	nd	428	428	78195	14.9184123025799	nd	2.04120071615844	nd	4.76274071232177	nd	0.000436651843789842	nd
rnd-1_family-438	DNA	DNA	nd	223	223	8309	14.0031038632803	nd	5.79211577807197	nd	1.470308099651	nd	4.63986210122105e-05	nd
rnd-5_family-3098	Retro	Retro	nd	120	120	12184	18.5219320420227	nd	1.93050229809587	nd	2.63893548916614	nd	6.80371643293745e-05	nd
rnd-4_family-1063	Retro	Retro	nd	407	407	56713	16.8492252217297	nd	3.36053021353122	nd	4.38580766314546	nd	0.000316693343779696	nd
rnd-1_family-1167	LTR	LTR	nd	93	93	45732	17.9221824980309	nd	4.77389202309061	nd	1.44740925391359	nd	0.000255373900124011	nd
rnd-5_family-1697	DNA	DNA	nd	751	751	91628	19.220381106212	nd	5.08837309556085	nd	5.45942190160257	nd	0.000511663599242607	nd
rnd-1_family-100	DNA	CMC-EnSpm	nd	814	814	113865	9.2770672287366	nd	6.00417380231054	nd	1.97110947174293	nd	0.000635838125111969	nd
rnd-1_family-469	DNA	DNA	nd	6	6	435	25.7774482758622	nd	6.52172413793105	nd	2.63740229885059	nd	2.42910099173325e-06	nd
rnd-1_family-812	LTR	Copia	nd	134	134	26912	15.3527571343615	nd	3.37481049346067	nd	1.01854488703911	nd	0.00015028038135523	nd
rnd-1_family-773	LTR	Copia	nd	80	80	7891	19.8541883158029	nd	0.569893549613497	nd	0.663378532505399	nd	4.40644504040622e-05	nd
rnd-6_family-2089	DNA	DNA	nd	1295	1295	77917	17.2358290231938	nd	8.0017816394364	nd	7.00958186275057	nd	0.000435099452811218	nd
rnd-5_family-791	LTR	LTR	nd	409	409	55436	15.9624556245059	nd	5.06086784760785	nd	7.07533389855016	nd	0.000309562396730401	nd
rnd-5_family-892	LTR	LTR	nd	395	395	92080	16.9178078844467	nd	3.19698979148647	nd	2.59285154213711	nd	0.000514187630617926	nd
rnd-6_family-885	LTR	Pao	nd	115	115	44495	21.504882121585	nd	5.43369254972377	nd	5.99745971457288	nd	0.000248466318683152	nd
rnd-1_family-472	DNA	hAT-Ac	nd	229	229	23020	15.1776125108584	nd	2.78162033014769	nd	1.71915073848826	nd	0.000128546907654481	nd
rnd-5_family-5818	DNA	DNA	nd	351	351	51409	19.0229323659252	nd	6.77451477367685	nd	9.04451846952973	nd	0.000287075064101183	nd
rnd-1_family-1125	LTR	Gypsy	nd	5	5	409	11.841271393643	nd	5.62466992665038	nd	0.93948655256724	nd	2.28391334625034e-06	nd
rnd-1_family-474	LINE	LINE	nd	9	9	1013	29.0502171767027	nd	1.88864758144128	nd	1.18955577492597	nd	5.65673403362249e-06	nd
rnd-6_family-13794	LTR	LTR	nd	167	167	36007	13.350703474324	nd	3.28555447551837	nd	1.77413419612844	nd	0.000201068136573193	nd
rnd-1_family-762	nonLTR	nonLTR	nd	328	328	28738	18.7872959148161	nd	1.40966768738253	nd	1.31842229800261	nd	0.000160477021380299	nd
rnd-6_family-12643	LINE	LINE	nd	138	138	20611	15.092243462231	nd	3.05764494687289	nd	3.30834020668594	nd	0.000115094713886469	nd
rnd-3_family-379	DNA	DNA	nd	1134	1134	213989	18.5885313263801	nd	4.9011267868917	nd	4.47377636233528	nd	0.00119494457958622	nd
rnd-1_family-403	Retro	Retro	nd	193	193	11042	13.6751575801484	nd	2.52147799311719	nd	1.3387583771056	nd	6.16600762085484e-05	nd
rnd-6_family-226	Unknown	Unknown	nd	792	792	112743	18.5401449313924	nd	5.8174428567632	nd	4.68978322379258	nd	0.00062957271979536	nd
rnd-5_family-3077	LTR	Gypsy	nd	163	163	110208	24.0443059487536	nd	1.59059315113217	nd	1.48411295005794	nd	0.000615416924360777	nd
rnd-1_family-591	SINE	SINE	nd	357	357	74533	12.3991425274709	nd	2.64415601143078	nd	4.51664537855542	nd	0.000416202722337596	nd
rnd-6_family-1165	DNA	DNA	nd	373	373	117392	11.3290007836957	nd	4.18899388374015	nd	3.71327202875851	nd	0.000655533387635746	nd
rnd-5_family-1494	DNA	CMC-EnSpm	nd	192	192	143355	13.7071161103542	nd	3.29887063583348	nd	2.82314805901323	nd	0.000800514419930851	nd
rnd-5_family-466	Retro	Retro	nd	207	207	27021	20.0694652307453	nd	6.17537803930268	nd	6.13355205210823	nd	0.000150889052638216	nd
rnd-6_family-1057	Retro	Retro	nd	154	154	7819	7.74760199513994	nd	0.344764036321778	nd	1.6046834633585	nd	4.36623923088788e-05	nd
rnd-1_family-466	DNA	DNA	nd	10	10	481	10.564948024948	nd	1.03933471933472	nd	1.92239085239085	nd	2.68597144143378e-06	nd
rnd-5_family-6570	LINE	LINE	nd	114	114	27429	14.6563987021031	nd	5.90006635312924	nd	4.15114076342581	nd	0.000153167381844256	nd
rnd-1_family-285	Retro	Retro	nd	763	763	68535	16.0402794192761	nd	5.10221157073033	nd	1.73553410666097	nd	0.000382709049352732	nd
rnd-5_family-1475	LTR	Gypsy	nd	84	84	68172	13.8705519861458	nd	3.26771651117829	nd	1.89554817227061	nd	0.000380682006456182	nd
rnd-1_family-482	LTR	LTR	nd	60	60	13123	26.5865777642303	nd	6.85194772536818	nd	5.73874952373686	nd	7.32806719873918e-05	nd
rnd-1_family-235	DNA	DNA	nd	517	517	67335	9.06020256924379	nd	4.09606148362645	nd	4.60356322863333	nd	0.000376008081099674	nd
rnd-1_family-1008	DNA	DNA	nd	2	2	110	11.1520909090909	nd	2.72781818181818	nd	7.94554545454544	nd	6.14255423196914e-07	nd
rnd-6_family-3740	DNA	DNA	nd	647	647	114346	15.7392192993153	nd	2.23898614730724	nd	2.19798217690239	nd	0.000638524096553403	nd
rnd-5_family-1358	SINE	SINE	nd	105	105	8825	16.7214028328615	nd	1.46551501416427	nd	0.877164872521261	nd	4.92800373610251e-05	nd
rnd-1_family-381	LTR	Copia	nd	77	77	18267	15.3229326107172	nd	4.47190616959534	nd	2.46076531450149	nd	0.000102005489232164	nd
rnd-1_family-578	DNA	DNA	nd	67	67	6987	21.4582467439528	nd	3.6883354801774	nd	2.56852440246173	nd	3.90163876534258e-05	nd
rnd-6_family-6662	LINE	LINE	nd	32	32	20703	16.7035743612005	nd	2.89929575423868	nd	3.31283243974288	nd	0.00011560845478587	nd
rnd-5_family-3161	LTR	LTR	nd	186	186	71512	16.0767872524821	nd	4.00393416489467	nd	7.53487736323763	nd	0.000399333034760525	nd
rnd-1_family-1101	LTR	LTR	nd	109	109	47332	15.9321562579202	nd	2.01825361277826	nd	1.98088122200616	nd	0.000264308524461421	nd
rnd-5_family-1993	LINE	LINE	nd	479	479	69329	18.6299857202591	nd	3.91559794602543	nd	4.05016486607233	nd	0.000387142856680171	nd
rnd-1_family-1120	Retro	Retro	nd	24	24	1470	14.3873401360544	nd	1.36095238095238	nd	4.55112925170068	nd	8.20868610999512e-06	nd
rnd-1_family-150	LTR	Gypsy	nd	90	90	52216	20.0656710586726	nd	4.41519266125366	nd	4.84613719932728	nd	0.000291581465251364	nd
rnd-1_family-17	LTR	Gypsy	nd	829	829	659685	11.3035581679153	nd	2.0447576949585	nd	3.17902473149691	nd	0.00368377353501506	nd
rnd-6_family-5714	LTR	Copia	nd	256	256	109387	22.6828426595507	nd	3.13653386599866	nd	1.94280517794682	nd	0.000610832345247644	nd
rnd-5_family-3911	LTR	Gypsy	nd	310	310	258322	15.3678157880478	nd	2.11556750876855	nd	1.19323003848003	nd	0.00144250626755521	nd
rnd-1_family-194	LTR	Gypsy	nd	218	218	63058	15.0983432712753	nd	2.40277490564274	nd	2.2293019125251	nd	0.000352124713417736	nd
rnd-5_family-618	DNA	DNA	nd	1590	1590	201390	17.7500166343924	nd	2.77781131138627	nd	4.82702219574041	nd	0.00112458999706933	nd
rnd-6_family-3223	DNA	CMC-EnSpm	nd	86	86	51088	12.0870268947649	nd	2.57036309896713	nd	3.06980621672434	nd	0.00028528255509349	nd
rnd-1_family-611	LINE	L1	nd	238	238	95689	23.4874236328115	nd	2.69699787854503	nd	2.72389072934285	nd	0.000534340792638995	nd
rnd-1_family-537	DNA	CMC-EnSpm	nd	432	432	68783	16.1526135818426	nd	4.68197883197903	nd	11.0451117281923	nd	0.00038409391612503	nd
rnd-5_family-2928	LTR	LTR	nd	292	292	36469	17.0525750637518	nd	3.77864844114205	nd	3.17827360223786	nd	0.00020364800935062	nd
rnd-6_family-2551	Unknown	Unknown	nd	951	951	130446	16.280860585991	nd	1.8035185440721	nd	2.90150897689481	nd	0.000728428753948587	nd
rnd-1_family-1047	DNA	DNA	nd	146	146	25788	14.0917504265568	nd	1.11635954707627	nd	0.806945090739832	nd	0.0001440038077582	nd
rnd-1_family-770	LTR	LTR	nd	148	148	21143	16.0178470415748	nd	5.0336929480206	nd	3.77248829399823	nd	0.000118065476478658	nd
rnd-5_family-3859	LTR	LTR	nd	127	127	23606	12.1145132593406	nd	2.11332034228575	nd	1.8255621452171	nd	0.000131819213818058	nd
rnd-1_family-914	LTR	Gypsy	nd	217	217	63924	23.3471079719693	nd	1.19729131468607	nd	1.22542675677325	nd	0.000356960578840359	nd
rnd-1_family-151	DNA	DNA	nd	854	854	76633	16.1782495791606	nd	2.88513734292057	nd	2.34303093967359	nd	0.000427929416780446	nd
rnd-6_family-2198	LINE	LINE	nd	276	276	37552	14.876444929701	nd	3.46957685342959	nd	6.64124227737574	nd	0.000209695633199005	nd
rnd-1_family-399	LTR	LTR	nd	440	440	57323	14.3517802627212	nd	2.66547598695132	nd	7.48427385168203	nd	0.000320099669308334	nd
rnd-6_family-2883	DNA	DNA	nd	106	106	14660	11.1920334242844	nd	6.483154160982	nd	4.42670941336954	nd	8.1863495491516e-05	nd
rnd-5_family-3416	DNA	DNA	nd	395	395	16484	15.0160652754189	nd	0.712483013831615	nd	1.77945704925987	nd	9.2048967236163e-05	nd
rnd-1_family-565	LINE	LINE	nd	438	438	59196	11.8907375498365	nd	3.3800135144266	nd	3.39665619298578	nd	0.000330558763923314	nd
rnd-6_family-6980	LTR	Copia	nd	40	40	25916	9.16976809692788	nd	2.43514315480786	nd	1.15555564130256	nd	0.000144718577705193	nd
rnd-1_family-607	LTR	LTR	nd	594	594	191286	9.39666635299888	nd	2.99509922315352	nd	1.80785378961352	nd	0.00106816784437859	nd
rnd-1_family-1062	LTR	LTR	nd	85	85	14811	9.61642360407826	nd	1.91939706974547	nd	1.56740935790977	nd	8.2706700663359e-05	nd
rnd-1_family-1174	Retro	Retro	nd	148	148	30157	24.9304115130862	nd	0.847143946679202	nd	0.821018337367864	nd	0.000168400916339539	nd
rnd-6_family-480	LINE	LINE	nd	63	63	9099	13.9661512254094	nd	4.74371029783492	nd	2.21001208924061	nd	5.08100917788065e-05	nd
rnd-6_family-2631	SINE	SINE	nd	181	181	13215	10.4989466515328	nd	4.40571698827101	nd	3.91610821036707	nd	7.37944128867929e-05	nd
rnd-1_family-504	LTR	LTR	nd	419	419	107024	14.902162225297	nd	2.8165774031993	nd	4.12452113544611	nd	0.000597637021929332	nd
