subelement	bin_id	source_id	source_genome	start	stop	length	avg_rank	num_genomes	S_Abortusovis_SR44	S_Agona_SL483	S_Bongori_NCTC12419	S_Choleraesuis_SCB67	S_Dublin_CT02021853	S_Enteritidis_P125109	S_Gallinarum_28791	S_Gall_Pullorum_RKS5078	S_Heidelberg_SL476	S_Newport_SL254	S_ParatyphiA_AKU12601	S_ParatyphiA_ATCC9150	S_ParatyphiB_SPB7	S_ParatyphiC_RKS4594	S_Schwarzengrund_CVM19633	S_Typhimurium_LT2	S_Typhimurium_SL1344	S_Typhimurium_ST313_AGEnt	S_Typhi_CT18	S_Typhi_Ty2
bin6_se00008	bin6	S_ParatyphiB_SPB7_accessory_0514_length_94472	S_ParatyphiB_SPB7	79745	79745	1	NA	10	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	1
bin6_se00009	bin6	S_ParatyphiB_SPB7_accessory_0514_length_94472	S_ParatyphiB_SPB7	79746	79750	5	NA	8	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0
bin6_se00010	bin6	S_ParatyphiB_SPB7_accessory_0514_length_94472	S_ParatyphiB_SPB7	79751	79751	1	NA	6	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0
bin6_se00011	bin6	S_ParatyphiB_SPB7_accessory_0514_length_94472	S_ParatyphiB_SPB7	79752	79752	1	NA	5	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0
bin6_se00012	bin6	S_ParatyphiB_SPB7_accessory_0514_length_94472	S_ParatyphiB_SPB7	79753	87440	7688	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
bin7_se00001	bin7	S_Newport_SL254_accessory_0001_length_176473	S_Newport_SL254	1	26266	26266	NA	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bin7_se00002	bin7	S_Newport_SL254_accessory_0001_length_176473	S_Newport_SL254	26267	27411	1145	NA	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bin7_se00003	bin7	S_Newport_SL254_accessory_0001_length_176473	S_Newport_SL254	27412	34951	7540	NA	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bin7_se00004	bin7	S_Newport_SL254_accessory_0001_length_176473	S_Newport_SL254	34952	37382	2431	NA	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bin7_se00005	bin7	S_Newport_SL254_accessory_0001_length_176473	S_Newport_SL254	37383	37620	238	NA	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
bin7_se00006	bin7	S_Newport_SL254_accessory_0001_length_176473	S_Newport_SL254	37621	39316	1696	NA	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bin7_se00007	bin7	S_Newport_SL254_accessory_0001_length_176473	S_Newport_SL254	39317	39554	238	NA	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
bin7_se00008	bin7	S_Newport_SL254_accessory_0001_length_176473	S_Newport_SL254	39555	41985	2431	NA	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bin7_se00009	bin7	S_Newport_SL254_accessory_0001_length_176473	S_Newport_SL254	41986	87048	45063	NA	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bin8_se00001	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	1	6	6	NA	14	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0
bin8_se00002	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	7	45	39	NA	16	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
bin8_se00003	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	46	1155	1110	NA	19	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin8_se00004	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	1156	3781	2626	NA	7	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1
bin8_se00005	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	3782	3787	6	NA	6	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1
bin8_se00006	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	3788	3970	183	NA	5	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1
bin8_se00007	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	3971	4325	355	NA	6	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1
bin8_se00008	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	4326	10168	5843	NA	7	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1
bin8_se00009	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	10169	10184	16	NA	13	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1
bin8_se00010	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	10185	10406	222	NA	18	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00011	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	10407	10410	4	NA	20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin8_se00012	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	10411	10496	86	NA	19	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin8_se00013	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	10497	11036	540	NA	18	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
bin8_se00014	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	11037	17488	6452	NA	17	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
bin8_se00015	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	17489	17499	11	NA	16	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
bin8_se00016	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	17500	17530	31	NA	11	0	1	0	0	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1
bin8_se00017	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	17531	17962	432	NA	7	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	1	1
bin8_se00018	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	17963	18426	464	NA	5	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1
bin8_se00019	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	18427	18430	4	NA	7	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1
bin8_se00020	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	18431	18776	346	NA	15	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1
bin8_se00021	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	18777	19660	884	NA	17	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
bin8_se00022	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	19661	19672	12	NA	16	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1
bin8_se00023	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	19673	19719	47	NA	15	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1
bin8_se00024	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	19720	19942	223	NA	16	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1
bin8_se00025	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	19943	20144	202	NA	17	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00026	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	20145	20167	23	NA	16	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00027	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	20168	20204	37	NA	15	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1
bin8_se00028	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	20205	20418	214	NA	16	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1
bin8_se00029	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	20419	20995	577	NA	14	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0
bin8_se00030	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	20996	21122	127	NA	15	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0
bin8_se00031	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	21123	21373	251	NA	14	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0
bin8_se00032	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	21374	21409	36	NA	13	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	0
bin8_se00033	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	21410	21524	115	NA	10	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0
bin8_se00034	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	21525	21552	28	NA	8	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0
bin8_se00035	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	21553	21554	2	NA	6	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0
bin8_se00036	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	21555	21559	5	NA	5	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0
bin8_se00037	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	21560	22372	813	NA	4	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0
bin8_se00038	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	22373	23927	1555	NA	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
bin8_se00039	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	23928	23932	5	NA	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1
bin8_se00040	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	23933	23942	10	NA	6	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1
bin8_se00041	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	23943	23960	18	NA	7	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1
bin8_se00042	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	23961	26435	2475	NA	9	0	0	0	1	1	1	0	0	1	0	1	1	0	1	0	0	0	0	1	1
bin8_se00043	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	26436	26437	2	NA	8	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	1
bin8_se00044	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	26438	27002	565	NA	6	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0
bin8_se00045	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	27003	29260	2258	NA	5	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0
bin8_se00046	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	29261	29316	56	NA	7	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0
bin8_se00047	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	29317	30757	1441	NA	13	0	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00048	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	30758	30906	149	NA	12	0	0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1
bin8_se00049	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	30907	32260	1354	NA	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
bin8_se00050	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	32261	32267	7	NA	5	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1
bin8_se00051	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	32268	33343	1076	NA	6	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1
bin8_se00052	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	33344	33583	240	NA	5	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0
bin8_se00053	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	33584	34107	524	NA	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
bin8_se00054	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	34108	34359	252	NA	6	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1
bin8_se00055	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	34360	34362	3	NA	7	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1
bin8_se00056	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	34363	34363	1	NA	12	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00057	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	34364	34366	3	NA	13	0	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00058	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	34367	34731	365	NA	14	0	1	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00059	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	34732	37835	3104	NA	13	0	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00060	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	37836	38072	237	NA	12	0	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1
bin8_se00061	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	38073	38824	752	NA	13	0	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00062	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	38825	39015	191	NA	14	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00063	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	39016	39534	519	NA	12	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0
bin8_se00064	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	39535	39655	121	NA	13	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0
bin8_se00065	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	39656	39675	20	NA	12	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0
bin8_se00066	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	39676	43089	3414	NA	14	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00067	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	43090	43526	437	NA	13	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1
bin8_se00068	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	43527	44186	660	NA	14	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00069	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	44187	45198	1012	NA	8	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0
bin8_se00070	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	45199	45207	9	NA	13	1	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00071	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	45208	45312	105	NA	14	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00072	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	45313	45314	2	NA	13	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1
bin8_se00073	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	45315	46075	761	NA	14	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00074	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	46076	46763	688	NA	10	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0
bin8_se00075	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	46764	47041	278	NA	6	1	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
bin8_se00076	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	47042	47083	42	NA	10	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0
bin8_se00077	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	47084	47089	6	NA	12	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1
bin8_se00078	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	47090	49198	2109	NA	14	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00079	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	49199	49654	456	NA	6	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1
bin8_se00080	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	49655	50403	749	NA	14	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00081	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	50404	50450	47	NA	13	0	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00082	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	50451	50509	59	NA	15	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00083	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	50510	52147	1638	NA	16	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00084	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	52148	53395	1248	NA	17	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin8_se00085	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	53396	56395	3000	NA	14	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00086	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	56396	56493	98	NA	13	0	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00087	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	56494	56520	27	NA	12	0	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00088	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	56521	56521	1	NA	13	0	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00089	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	56522	56969	448	NA	14	1	0	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00090	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	56970	58735	1766	NA	15	1	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00091	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	58736	58872	137	NA	16	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin8_se00092	bin8	S_ParatyphiA_AKU12601_accessory_0285_length_59120	S_ParatyphiA_AKU12601	58873	59120	248	NA	15	1	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1
bin9_se00001	bin9	S_Bongori_NCTC12419_accessory_0039_length_52807	S_Bongori_NCTC12419	1	231	231	NA	5	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0
bin9_se00002	bin9	S_Bongori_NCTC12419_accessory_0039_length_52807	S_Bongori_NCTC12419	232	44406	44175	NA	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bin9_se00003	bin9	S_Bongori_NCTC12419_accessory_0039_length_52807	S_Bongori_NCTC12419	44407	47504	3098	NA	16	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0
bin9_se00004	bin9	S_Bongori_NCTC12419_accessory_0039_length_52807	S_Bongori_NCTC12419	47505	48886	1382	NA	15	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0
bin9_se00005	bin9	S_Bongori_NCTC12419_accessory_0039_length_52807	S_Bongori_NCTC12419	48887	52716	3830	NA	16	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0
bin9_se00006	bin9	S_Bongori_NCTC12419_accessory_0039_length_52807	S_Bongori_NCTC12419	52717	52807	91	NA	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bin10_se00001	bin10	S_Gallinarum_28791_accessory_0116_length_51717	S_Gallinarum_28791	1	8978	8978	NA	18	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
bin10_se00002	bin10	S_Gallinarum_28791_accessory_0116_length_51717	S_Gallinarum_28791	8979	8985	7	NA	17	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
bin10_se00003	bin10	S_Gallinarum_28791_accessory_0116_length_51717	S_Gallinarum_28791	8986	8988	3	NA	13	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0
bin10_se00004	bin10	S_Gallinarum_28791_accessory_0116_length_51717	S_Gallinarum_28791	8989	8994	6	NA	12	1	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0
bin10_se00005	bin10	S_Gallinarum_28791_accessory_0116_length_51717	S_Gallinarum_28791	8995	9008	14	NA	8	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0
bin10_se00006	bin10	S_Gallinarum_28791_accessory_0116_length_51717	S_Gallinarum_28791	9009	9015	7	NA	7	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0
bin10_se00007	bin10	S_Gallinarum_28791_accessory_0116_length_51717	S_Gallinarum_28791	9016	9733	718	NA	5	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
bin10_se00008	bin10	S_Gallinarum_28791_accessory_0116_length_51717	S_Gallinarum_28791	9734	9734	1	NA	16	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0
bin10_se00009	bin10	S_Gallinarum_28791_accessory_0116_length_51717	S_Gallinarum_28791	9735	9845	111	NA	17	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0
bin10_se00010	bin10	S_Gallinarum_28791_accessory_0116_length_51717	S_Gallinarum_28791	9846	9922	77	NA	15	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0
bin10_se00011	bin10	S_Gallinarum_28791_accessory_0116_length_51717	S_Gallinarum_28791	9923	9937	15	NA	13	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1
bin10_se00012	bin10	S_Gallinarum_28791_accessory_0116_length_51717	S_Gallinarum_28791	9938	9956	19	NA	12	0	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1
bin10_se00013	bin10	S_Gallinarum_28791_accessory_0116_length_51717	S_Gallinarum_28791	9957	9974	18	NA	11	0	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1
bin10_se00014	bin10	S_Gallinarum_28791_accessory_0116_length_51717	S_Gallinarum_28791	9975	10025	51	NA	10	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	1
bin10_se00015	bin10	S_Gallinarum_28791_accessory_0116_length_51717	S_Gallinarum_28791	10026	10031	6	NA	9	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1
