bin_id	source_id	source_genome	source_length	bin_start	bin_stop	bin_length
bin255	S_Bongori_NCTC12419_accessory_0483_length_4196	S_Bongori_NCTC12419	4196	1	4196	4196
bin256	S_Bongori_NCTC12419_accessory_0358_length_4189	S_Bongori_NCTC12419	4189	1	4189	4189
bin257	S_Typhimurium_LT2_accessory_0445_length_4416	S_Typhimurium_LT2	4416	1	4186	4186
bin258	S_Bongori_NCTC12419_accessory_0183_length_4112	S_Bongori_NCTC12419	4112	1	4112	4112
bin259	S_Bongori_NCTC12419_accessory_0115_length_4096	S_Bongori_NCTC12419	4096	1	4096	4096
bin260	S_ParatyphiB_SPB7_accessory_0233_length_5568	S_ParatyphiB_SPB7	5568	1	4083	4083
bin261	S_Typhi_Ty2_accessory_0213_length_44607	S_Typhi_Ty2	44607	38644	42725	4082
bin262	S_Gallinarum_28791_accessory_0178_length_4078	S_Gallinarum_28791	4078	1	4078	4078
bin263	S_Bongori_NCTC12419_accessory_0205_length_4036	S_Bongori_NCTC12419	4036	1	4036	4036
bin264	S_Abortusovis_SR44_AGEnt_accessory_0313_length_4012	S_Abortusovis_SR44	4012	1	4012	4012
bin265	S_Agona_SL483_accessory_0540_length_4006	S_Agona_SL483	4006	1	4006	4006
bin266	S_Newport_SL254_accessory_0001_length_176473	S_Newport_SL254	176473	23311	27311	4001
bin267	S_Schwarzengrund_CVM19633_accessory_0385_length_5001	S_Schwarzengrund_CVM19633	5001	1011	5001	3991
bin268	S_Choleraesuis_SCB67_accessory_0057_length_3966	S_Choleraesuis_SCB67	3966	1	3966	3966
bin269	S_ParatyphiB_SPB7_accessory_0310_length_37045	S_ParatyphiB_SPB7	37045	1	3938	3938
bin270	S_Schwarzengrund_CVM19633_accessory_0260_length_3923	S_Schwarzengrund_CVM19633	3923	1	3923	3923
bin271	S_Schwarzengrund_CVM19633_accessory_0001_length_110227	S_Schwarzengrund_CVM19633	110227	51313	55234	3922
bin272	S_Schwarzengrund_CVM19633_accessory_0005_length_3917	S_Schwarzengrund_CVM19633	3917	1	3917	3917
bin273	S_Abortusovis_SR44_AGEnt_accessory_0233_length_14260	S_Abortusovis_SR44	14260	1	3916	3916
bin274	S_Newport_SL254_accessory_0531_length_13519	S_Newport_SL254	13519	1369	5245	3877
bin275	S_Typhi_CT18_accessory_0218_length_55888	S_Typhi_CT18	55888	35734	39606	3873
bin276	S_ParatyphiB_SPB7_accessory_0189_length_84789	S_ParatyphiB_SPB7	84789	48709	52579	3871
bin277	S_Choleraesuis_SCB67_accessory_0429_length_3823	S_Choleraesuis_SCB67	3823	1	3823	3823
bin278	S_Typhi_CT18_accessory_0113_length_3812	S_Typhi_CT18	3812	1	3812	3812
bin279	S_Abortusovis_SR44_AGEnt_accessory_0616_length_4968	S_Abortusovis_SR44	4968	1	3790	3790
bin280	S_Choleraesuis_SCB67_accessory_0300_length_21470	S_Choleraesuis_SCB67	21470	209	3978	3770
bin281	S_Bongori_NCTC12419_accessory_0108_length_13320	S_Bongori_NCTC12419	13320	3646	7394	3749
bin282	S_Bongori_NCTC12419_accessory_0496_length_3724	S_Bongori_NCTC12419	3724	1	3724	3724
bin283	S_Schwarzengrund_CVM19633_accessory_0490_length_3723	S_Schwarzengrund_CVM19633	3723	1	3723	3723
bin284	S_Enteritidis_P125109_accessory_0112_length_5731	S_Enteritidis_P125109	5731	2031	5731	3701
bin285	S_ParatyphiA_AKU12601_accessory_0053_length_5103	S_ParatyphiA_AKU12601	5103	1418	5103	3686
bin286	S_Bongori_NCTC12419_accessory_0082_length_3677	S_Bongori_NCTC12419	3677	1	3677	3677
bin287	S_ParatyphiB_SPB7_accessory_0435_length_3675	S_ParatyphiB_SPB7	3675	1	3675	3675
bin288	S_Schwarzengrund_CVM19633_accessory_0213_length_3638	S_Schwarzengrund_CVM19633	3638	1	3638	3638
bin289	S_Bongori_NCTC12419_accessory_0296_length_4340	S_Bongori_NCTC12419	4340	1	3629	3629
bin290	S_Agona_SL483_accessory_0050_length_3625	S_Agona_SL483	3625	1	3625	3625
bin291	S_Newport_SL254_accessory_0002_length_3605	S_Newport_SL254	3605	1	3605	3605
bin292	S_Gall_Pullorum_RKS5078_accessory_0096_length_3706	S_Gall_Pullorum_RKS5078	3706	107	3706	3600
bin293	S_Schwarzengrund_CVM19633_accessory_0438_length_8188	S_Schwarzengrund_CVM19633	8188	1	3589	3589
bin294	S_Heidelberg_SL476_accessory_0248_length_18183	S_Heidelberg_SL476	18183	6563	10134	3572
bin295	S_ParatyphiC_RKS4594_accessory_0134_length_39779	S_ParatyphiC_RKS4594	39779	36225	39779	3555
bin296	S_Newport_SL254_accessory_0302_length_58445	S_Newport_SL254	58445	42376	45923	3548
bin297	S_Abortusovis_SR44_AGEnt_accessory_0578_length_3512	S_Abortusovis_SR44	3512	1	3512	3512
bin298	S_Bongori_NCTC12419_accessory_0225_length_4473	S_Bongori_NCTC12419	4473	1	3506	3506
bin299	S_Enteritidis_P125109_accessory_0235_length_45029	S_Enteritidis_P125109	45029	25705	29201	3497
bin300	S_Typhimurium_ST313_AGEnt_accessory_0232_length_3644	S_Typhimurium_ST313_AGEnt	3644	161	3644	3484
bin301	S_Agona_SL483_accessory_0541_length_45654	S_Agona_SL483	45654	26943	30411	3469
bin302	S_Agona_SL483_accessory_0032_length_19541	S_Agona_SL483	19541	1	3461	3461
bin303	S_Dublin_CT02021853_accessory_0134_length_3451	S_Dublin_CT02021853	3451	1	3451	3451
bin304	S_Bongori_NCTC12419_accessory_0280_length_3443	S_Bongori_NCTC12419	3443	1	3443	3443
bin305	S_Agona_SL483_accessory_0541_length_45654	S_Agona_SL483	45654	8727	12155	3429
bin306	S_Bongori_NCTC12419_accessory_0006_length_3416	S_Bongori_NCTC12419	3416	1	3416	3416
bin307	S_ParatyphiA_AKU12601_accessory_0002_length_209040	S_ParatyphiA_AKU12601	209040	66482	69892	3411
bin308	S_Heidelberg_SL476_accessory_0001_length_3373	S_Heidelberg_SL476	3373	1	3373	3373
bin309	S_Newport_SL254_accessory_0302_length_58445	S_Newport_SL254	58445	40	3411	3372
bin310	S_Dublin_CT02021853_accessory_0396_length_3947	S_Dublin_CT02021853	3947	1	3372	3372
bin311	S_ParatyphiB_SPB7_accessory_0535_length_10306	S_ParatyphiB_SPB7	10306	6621	9983	3363
bin312	S_Bongori_NCTC12419_accessory_0402_length_4068	S_Bongori_NCTC12419	4068	1	3347	3347
bin313	S_Gall_Pullorum_RKS5078_accessory_0035_length_23194	S_Gall_Pullorum_RKS5078	23194	6040	9377	3338
bin314	S_Heidelberg_SL476_accessory_0355_length_3306	S_Heidelberg_SL476	3306	1	3306	3306
bin315	S_Typhimurium_LT2_accessory_0105_length_42710	S_Typhimurium_LT2	42710	39422	42710	3289
bin316	S_Abortusovis_SR44_AGEnt_accessory_0448_length_3276	S_Abortusovis_SR44	3276	1	3276	3276
bin317	S_ParatyphiB_SPB7_accessory_0081_length_42502	S_ParatyphiB_SPB7	42502	39167	42429	3263
bin318	S_Bongori_NCTC12419_accessory_0012_length_3253	S_Bongori_NCTC12419	3253	1	3253	3253
bin319	S_Bongori_NCTC12419_accessory_0283_length_3223	S_Bongori_NCTC12419	3223	1	3223	3223
bin320	S_Bongori_NCTC12419_accessory_0164_length_3212	S_Bongori_NCTC12419	3212	1	3212	3212
bin321	S_Agona_SL483_accessory_0299_length_3208	S_Agona_SL483	3208	1	3208	3208
bin322	S_ParatyphiB_SPB7_accessory_0310_length_37045	S_ParatyphiB_SPB7	37045	11785	14988	3204
bin323	S_Typhimurium_SL1344_accessory_0308_length_81547	S_Typhimurium_SL1344	81547	74491	77692	3202
bin324	S_Agona_SL483_accessory_0031_length_3182	S_Agona_SL483	3182	1	3182	3182
bin325	S_Typhimurium_SL1344_accessory_0302_length_10908	S_Typhimurium_SL1344	10908	1	3177	3177
bin326	S_Agona_SL483_accessory_0475_length_3168	S_Agona_SL483	3168	1	3168	3168
bin327	S_Agona_SL483_accessory_0241_length_31259	S_Agona_SL483	31259	2019	5182	3164
bin328	S_Agona_SL483_accessory_0541_length_45654	S_Agona_SL483	45654	1	3159	3159
bin329	S_Gall_Pullorum_RKS5078_accessory_0063_length_7295	S_Gall_Pullorum_RKS5078	7295	3797	6948	3152
bin330	S_Agona_SL483_accessory_0304_length_29357	S_Agona_SL483	29357	1	3150	3150
bin331	S_ParatyphiA_AKU12601_accessory_0296_length_84658	S_ParatyphiA_AKU12601	84658	62698	65765	3068
bin332	S_Abortusovis_SR44_AGEnt_accessory_0336_length_3287	S_Abortusovis_SR44	3287	230	3287	3058
bin333	S_Bongori_NCTC12419_accessory_0480_length_3029	S_Bongori_NCTC12419	3029	1	3029	3029
bin334	S_Choleraesuis_SCB67_accessory_0061_length_10070	S_Choleraesuis_SCB67	10070	2930	5936	3007
bin335	S_Bongori_NCTC12419_accessory_0111_length_2995	S_Bongori_NCTC12419	2995	1	2995	2995
bin336	S_Bongori_NCTC12419_accessory_0235_length_2993	S_Bongori_NCTC12419	2993	1	2993	2993
bin337	S_Choleraesuis_SCB67_accessory_0529_length_2990	S_Choleraesuis_SCB67	2990	1	2990	2990
bin338	S_Typhimurium_LT2_accessory_0105_length_42710	S_Typhimurium_LT2	42710	1	2978	2978
bin339	S_Bongori_NCTC12419_accessory_0390_length_2977	S_Bongori_NCTC12419	2977	1	2977	2977
bin340	S_Heidelberg_SL476_accessory_0037_length_62650	S_Heidelberg_SL476	62650	5442	8390	2949
bin341	S_Typhimurium_LT2_accessory_0306_length_70160	S_Typhimurium_LT2	70160	7488	10418	2931
bin342	S_ParatyphiA_AKU12601_accessory_0345_length_2929	S_ParatyphiA_AKU12601	2929	1	2929	2929
bin343	S_Bongori_NCTC12419_accessory_0136_length_2920	S_Bongori_NCTC12419	2920	1	2920	2920
bin344	S_Bongori_NCTC12419_accessory_0492_length_2920	S_Bongori_NCTC12419	2920	1	2920	2920
bin345	S_Bongori_NCTC12419_accessory_0123_length_24415	S_Bongori_NCTC12419	24415	20277	23192	2916
bin346	S_Newport_SL254_accessory_0302_length_58445	S_Newport_SL254	58445	33030	35941	2912
bin347	S_Bongori_NCTC12419_accessory_0190_length_2904	S_Bongori_NCTC12419	2904	1	2904	2904
bin348	S_Newport_SL254_accessory_0063_length_5671	S_Newport_SL254	5671	1	2874	2874
bin349	S_ParatyphiA_AKU12601_accessory_0374_length_5129	S_ParatyphiA_AKU12601	5129	2288	5129	2842
bin350	S_Bongori_NCTC12419_accessory_0541_length_19136	S_Bongori_NCTC12419	19136	8778	11612	2835
bin351	S_ParatyphiC_RKS4594_accessory_0406_length_2821	S_ParatyphiC_RKS4594	2821	1	2821	2821
bin352	S_ParatyphiA_AKU12601_accessory_0280_length_55878	S_ParatyphiA_AKU12601	55878	19907	22726	2820
bin353	S_Bongori_NCTC12419_accessory_0042_length_2795	S_Bongori_NCTC12419	2795	1	2795	2795
bin354	S_Bongori_NCTC12419_accessory_0262_length_2832	S_Bongori_NCTC12419	2832	46	2832	2787
bin355	S_Agona_SL483_accessory_0477_length_2786	S_Agona_SL483	2786	1	2786	2786
bin356	S_Choleraesuis_SCB67_accessory_0186_length_2773	S_Choleraesuis_SCB67	2773	1	2773	2773
bin357	S_Typhi_CT18_accessory_0148_length_2772	S_Typhi_CT18	2772	1	2772	2772
bin358	S_Abortusovis_SR44_AGEnt_accessory_0623_length_2769	S_Abortusovis_SR44	2769	1	2769	2769
bin359	S_Abortusovis_SR44_AGEnt_accessory_0040_length_2768	S_Abortusovis_SR44	2768	1	2768	2768
bin360	S_Dublin_CT02021853_accessory_0059_length_41545	S_Dublin_CT02021853	41545	36790	39557	2768
bin361	S_Bongori_NCTC12419_accessory_0210_length_2746	S_Bongori_NCTC12419	2746	1	2746	2746
bin362	S_Dublin_CT02021853_accessory_0297_length_50023	S_Dublin_CT02021853	50023	11743	14477	2735
bin363	S_Bongori_NCTC12419_accessory_0295_length_2705	S_Bongori_NCTC12419	2705	1	2705	2705
bin364	S_Heidelberg_SL476_accessory_0252_length_2700	S_Heidelberg_SL476	2700	1	2700	2700
bin365	S_Heidelberg_SL476_accessory_0037_length_62650	S_Heidelberg_SL476	62650	10015	12707	2693
bin366	S_Bongori_NCTC12419_accessory_0095_length_2998	S_Bongori_NCTC12419	2998	114	2806	2693
bin367	S_Choleraesuis_SCB67_accessory_0002_length_138742	S_Choleraesuis_SCB67	138742	134428	137119	2692
bin368	S_Schwarzengrund_CVM19633_accessory_0140_length_6547	S_Schwarzengrund_CVM19633	6547	1833	4508	2676
bin369	S_Heidelberg_SL476_accessory_0361_length_30103	S_Heidelberg_SL476	30103	27429	30103	2675
bin370	S_ParatyphiA_AKU12601_accessory_0296_length_84658	S_ParatyphiA_AKU12601	84658	81984	84658	2675
bin371	S_Abortusovis_SR44_AGEnt_accessory_0286_length_2616	S_Abortusovis_SR44	2616	1	2616	2616
bin372	S_Agona_SL483_accessory_0541_length_45654	S_Agona_SL483	45654	15790	18397	2608
bin373	S_Gallinarum_28791_accessory_0131_length_60954	S_Gallinarum_28791	60954	16486	19083	2598
bin374	S_Heidelberg_SL476_accessory_0111_length_46178	S_Heidelberg_SL476	46178	7644	10228	2585
bin375	S_ParatyphiA_ATCC9150_accessory_0108_length_2577	S_ParatyphiA_ATCC9150	2577	1	2577	2577
bin376	S_Bongori_NCTC12419_accessory_0176_length_2569	S_Bongori_NCTC12419	2569	1	2569	2569
bin377	S_Bongori_NCTC12419_accessory_0243_length_3427	S_Bongori_NCTC12419	3427	704	3255	2552
bin378	S_Agona_SL483_accessory_0193_length_2550	S_Agona_SL483	2550	1	2550	2550
bin379	S_Choleraesuis_SCB67_accessory_0264_length_2532	S_Choleraesuis_SCB67	2532	1	2532	2532
bin380	S_Schwarzengrund_CVM19633_accessory_0456_length_2528	S_Schwarzengrund_CVM19633	2528	1	2528	2528
bin381	S_Enteritidis_P125109_accessory_0235_length_45029	S_Enteritidis_P125109	45029	2344	4836	2493
bin382	S_Abortusovis_SR44_AGEnt_accessory_0232_length_3023	S_Abortusovis_SR44	3023	535	3023	2489
bin383	S_Agona_SL483_accessory_0008_length_2477	S_Agona_SL483	2477	1	2477	2477
bin384	S_Dublin_CT02021853_accessory_0307_length_2470	S_Dublin_CT02021853	2470	1	2470	2470
bin385	S_Bongori_NCTC12419_accessory_0311_length_2476	S_Bongori_NCTC12419	2476	1	2443	2443
bin386	S_Dublin_CT02021853_accessory_0059_length_41545	S_Dublin_CT02021853	41545	9015	11439	2425
bin387	S_ParatyphiA_AKU12601_accessory_0256_length_5302	S_ParatyphiA_AKU12601	5302	2481	4900	2420
bin388	S_Heidelberg_SL476_accessory_0037_length_62650	S_Heidelberg_SL476	62650	30926	33344	2419
bin389	S_Typhi_CT18_accessory_0289_length_2583	S_Typhi_CT18	2583	46	2456	2411
bin390	S_Bongori_NCTC12419_accessory_0011_length_2396	S_Bongori_NCTC12419	2396	1	2396	2396
bin391	S_Bongori_NCTC12419_accessory_0249_length_3712	S_Bongori_NCTC12419	3712	1	2394	2394
bin392	S_Heidelberg_SL476_accessory_0150_length_2388	S_Heidelberg_SL476	2388	1	2388	2388
bin393	S_Abortusovis_SR44_AGEnt_accessory_0264_length_2379	S_Abortusovis_SR44	2379	1	2379	2379
bin394	S_Schwarzengrund_CVM19633_accessory_0499_length_40147	S_Schwarzengrund_CVM19633	40147	37786	40147	2362
bin395	S_Heidelberg_SL476_accessory_0158_length_41604	S_Heidelberg_SL476	41604	6627	8977	2351
bin396	S_Dublin_CT02021853_accessory_0109_length_44342	S_Dublin_CT02021853	44342	42002	44342	2341
bin397	S_Newport_SL254_accessory_0316_length_2339	S_Newport_SL254	2339	1	2339	2339
bin398	S_Bongori_NCTC12419_accessory_0158_length_2336	S_Bongori_NCTC12419	2336	1	2336	2336
bin399	S_Bongori_NCTC12419_accessory_0314_length_2336	S_Bongori_NCTC12419	2336	1	2336	2336
bin400	S_Abortusovis_SR44_AGEnt_accessory_0012_length_2332	S_Abortusovis_SR44	2332	1	2332	2332
bin401	S_ParatyphiA_AKU12601_accessory_0148_length_2326	S_ParatyphiA_AKU12601	2326	1	2326	2326
bin402	S_ParatyphiA_AKU12601_accessory_0280_length_55878	S_ParatyphiA_AKU12601	55878	41943	44259	2317
bin403	S_Schwarzengrund_CVM19633_accessory_0181_length_2307	S_Schwarzengrund_CVM19633	2307	1	2307	2307
bin404	S_ParatyphiA_AKU12601_accessory_0449_length_2302	S_ParatyphiA_AKU12601	2302	1	2302	2302
bin405	S_Dublin_CT02021853_accessory_0061_length_3926	S_Dublin_CT02021853	3926	1	2290	2290
bin406	S_Gall_Pullorum_RKS5078_accessory_0282_length_16777	S_Gall_Pullorum_RKS5078	16777	1	2276	2276
bin407	S_Heidelberg_SL476_accessory_0158_length_41604	S_Heidelberg_SL476	41604	23671	25944	2274
bin408	S_Typhi_Ty2_accessory_0392_length_33648	S_Typhi_Ty2	33648	23404	25651	2248
bin409	S_ParatyphiB_SPB7_accessory_0089_length_22681	S_ParatyphiB_SPB7	22681	20443	22681	2239
bin410	S_Bongori_NCTC12419_accessory_0252_length_2227	S_Bongori_NCTC12419	2227	1	2227	2227
bin411	S_Choleraesuis_SCB67_accessory_0033_length_2174	S_Choleraesuis_SCB67	2174	1	2174	2174
bin412	S_Choleraesuis_SCB67_accessory_0035_length_64066	S_Choleraesuis_SCB67	64066	2567	4738	2172
bin413	S_Typhi_CT18_accessory_0299_length_2145	S_Typhi_CT18	2145	1	2145	2145
bin414	S_Abortusovis_SR44_AGEnt_accessory_0438_length_2144	S_Abortusovis_SR44	2144	1	2144	2144
bin415	S_ParatyphiA_AKU12601_accessory_0077_length_2106	S_ParatyphiA_AKU12601	2106	1	2106	2106
bin416	S_Bongori_NCTC12419_accessory_0181_length_2102	S_Bongori_NCTC12419	2102	1	2102	2102
bin417	S_Typhi_CT18_accessory_0447_length_5119	S_Typhi_CT18	5119	1943	4034	2092
bin418	S_Dublin_CT02021853_accessory_0297_length_50023	S_Dublin_CT02021853	50023	21406	23496	2091
bin419	S_Heidelberg_SL476_accessory_0091_length_3272	S_Heidelberg_SL476	3272	1195	3272	2078
bin420	S_Newport_SL254_accessory_0302_length_58445	S_Newport_SL254	58445	29557	31631	2075
bin421	S_Bongori_NCTC12419_accessory_0433_length_5871	S_Bongori_NCTC12419	5871	1	2068	2068
bin422	S_Bongori_NCTC12419_accessory_0322_length_2063	S_Bongori_NCTC12419	2063	1	2063	2063
bin423	S_Typhimurium_LT2_accessory_0260_length_15708	S_Typhimurium_LT2	15708	6640	8701	2062
bin424	S_Typhi_CT18_accessory_0025_length_2060	S_Typhi_CT18	2060	1	2060	2060
bin425	S_Bongori_NCTC12419_accessory_0123_length_24415	S_Bongori_NCTC12419	24415	13667	15717	2051
bin426	S_Enteritidis_P125109_accessory_0095_length_2037	S_Enteritidis_P125109	2037	1	2037	2037
bin427	S_Bongori_NCTC12419_accessory_0481_length_2028	S_Bongori_NCTC12419	2028	1	2028	2028
bin428	S_Typhi_CT18_accessory_0218_length_55888	S_Typhi_CT18	55888	32072	34085	2014
bin429	S_Bongori_NCTC12419_accessory_0403_length_2012	S_Bongori_NCTC12419	2012	1	2012	2012
bin430	S_Typhi_CT18_accessory_0119_length_5758	S_Typhi_CT18	5758	1	2000	2000
bin431	S_Agona_SL483_accessory_0061_length_1999	S_Agona_SL483	1999	1	1999	1999
bin432	S_Abortusovis_SR44_AGEnt_accessory_0586_length_5007	S_Abortusovis_SR44	5007	146	2141	1996
bin433	S_ParatyphiB_SPB7_accessory_0189_length_84789	S_ParatyphiB_SPB7	84789	54797	56791	1995
bin434	S_Heidelberg_SL476_accessory_0111_length_46178	S_Heidelberg_SL476	46178	43911	45903	1993
bin435	S_Agona_SL483_accessory_0424_length_1982	S_Agona_SL483	1982	1	1982	1982
bin436	S_ParatyphiA_AKU12601_accessory_0523_length_34022	S_ParatyphiA_AKU12601	34022	1370	3344	1975
bin437	S_Agona_SL483_accessory_0350_length_1963	S_Agona_SL483	1963	1	1963	1963
bin438	S_Choleraesuis_SCB67_accessory_0242_length_1957	S_Choleraesuis_SCB67	1957	1	1957	1957
bin439	S_Agona_SL483_accessory_0462_length_1950	S_Agona_SL483	1950	1	1950	1950
bin440	S_Typhimurium_LT2_accessory_0140_length_2606	S_Typhimurium_LT2	2606	657	2606	1950
bin441	S_Choleraesuis_SCB67_accessory_0209_length_1939	S_Choleraesuis_SCB67	1939	1	1939	1939
bin442	S_Bongori_NCTC12419_accessory_0521_length_28538	S_Bongori_NCTC12419	28538	1	1905	1905
bin443	S_Typhi_Ty2_accessory_0392_length_33648	S_Typhi_Ty2	33648	9702	11603	1902
bin444	S_Agona_SL483_accessory_0020_length_1894	S_Agona_SL483	1894	1	1894	1894
bin445	S_Choleraesuis_SCB67_accessory_0246_length_15290	S_Choleraesuis_SCB67	15290	11361	13254	1894
bin446	S_Bongori_NCTC12419_accessory_0365_length_1893	S_Bongori_NCTC12419	1893	1	1893	1893
bin447	S_Agona_SL483_accessory_0500_length_1890	S_Agona_SL483	1890	1	1890	1890
bin448	S_Heidelberg_SL476_accessory_0037_length_62650	S_Heidelberg_SL476	62650	28148	30037	1890
bin449	S_Bongori_NCTC12419_accessory_0219_length_1889	S_Bongori_NCTC12419	1889	1	1889	1889
bin450	S_Typhimurium_LT2_accessory_0306_length_70160	S_Typhimurium_LT2	70160	22505	24383	1879
bin451	S_Typhimurium_ST313_AGEnt_accessory_0572_length_1876	S_Typhimurium_ST313_AGEnt	1876	1	1876	1876
bin452	S_Gall_Pullorum_RKS5078_accessory_0387_length_1864	S_Gall_Pullorum_RKS5078	1864	1	1864	1864
bin453	S_Heidelberg_SL476_accessory_0518_length_66766	S_Heidelberg_SL476	66766	1	1863	1863
bin454	S_Bongori_NCTC12419_accessory_0123_length_24415	S_Bongori_NCTC12419	24415	1981	3838	1858
bin455	S_Typhi_CT18_accessory_0001_length_2695	S_Typhi_CT18	2695	1	1858	1858
bin456	S_ParatyphiA_AKU12601_accessory_0261_length_1857	S_ParatyphiA_AKU12601	1857	1	1857	1857
bin457	S_Agona_SL483_accessory_0474_length_1854	S_Agona_SL483	1854	1	1854	1854
bin458	S_Typhi_CT18_accessory_0021_length_1842	S_Typhi_CT18	1842	1	1842	1842
bin459	S_Choleraesuis_SCB67_accessory_0463_length_1839	S_Choleraesuis_SCB67	1839	1	1839	1839
bin460	S_ParatyphiC_RKS4594_accessory_0179_length_2558	S_ParatyphiC_RKS4594	2558	720	2558	1839
bin461	S_Schwarzengrund_CVM19633_accessory_0180_length_26502	S_Schwarzengrund_CVM19633	26502	14055	15883	1829
bin462	S_Dublin_CT02021853_accessory_0059_length_41545	S_Dublin_CT02021853	41545	31261	33089	1829
bin463	S_Agona_SL483_accessory_0311_length_49668	S_Agona_SL483	49668	22088	23905	1818
bin464	S_Gall_Pullorum_RKS5078_accessory_0261_length_1816	S_Gall_Pullorum_RKS5078	1816	1	1816	1816
bin465	S_Gall_Pullorum_RKS5078_accessory_0173_length_61186	S_Gall_Pullorum_RKS5078	61186	13630	15444	1815
bin466	S_Bongori_NCTC12419_accessory_0228_length_1813	S_Bongori_NCTC12419	1813	1	1813	1813
bin467	S_Bongori_NCTC12419_accessory_0553_length_1802	S_Bongori_NCTC12419	1802	1	1802	1802
bin468	S_Typhimurium_SL1344_accessory_0240_length_43505	S_Typhimurium_SL1344	43505	31387	33186	1800
bin469	S_ParatyphiB_SPB7_accessory_0189_length_84789	S_ParatyphiB_SPB7	84789	52864	54659	1796
bin470	S_Typhimurium_SL1344_accessory_0308_length_81547	S_Typhimurium_SL1344	81547	21627	23420	1794
bin471	S_Newport_SL254_accessory_0320_length_6954	S_Newport_SL254	6954	1	1794	1794
bin472	S_ParatyphiB_SPB7_accessory_0287_length_1772	S_ParatyphiB_SPB7	1772	1	1772	1772
bin473	S_Agona_SL483_accessory_0042_length_1765	S_Agona_SL483	1765	1	1765	1765
bin474	S_Gall_Pullorum_RKS5078_accessory_0289_length_1765	S_Gall_Pullorum_RKS5078	1765	1	1765	1765
bin475	S_Gallinarum_28791_accessory_0086_length_1752	S_Gallinarum_28791	1752	1	1752	1752
bin476	S_Abortusovis_SR44_AGEnt_accessory_0364_length_2677	S_Abortusovis_SR44	2677	438	2186	1749
bin477	S_Choleraesuis_SCB67_accessory_0544_length_4344	S_Choleraesuis_SCB67	4344	2600	4344	1745
bin478	S_Enteritidis_P125109_accessory_0030_length_21091	S_Enteritidis_P125109	21091	2166	3905	1740
bin479	S_Choleraesuis_SCB67_accessory_0002_length_138742	S_Choleraesuis_SCB67	138742	47310	49036	1727
bin480	S_Heidelberg_SL476_accessory_0239_length_5080	S_Heidelberg_SL476	5080	1	1717	1717
bin481	S_Bongori_NCTC12419_accessory_0505_length_1716	S_Bongori_NCTC12419	1716	1	1716	1716
bin482	S_Agona_SL483_accessory_0541_length_45654	S_Agona_SL483	45654	12762	14477	1716
bin483	S_ParatyphiA_AKU12601_accessory_0069_length_1712	S_ParatyphiA_AKU12601	1712	1	1712	1712
bin484	S_Schwarzengrund_CVM19633_accessory_0288_length_23548	S_Schwarzengrund_CVM19633	23548	4563	6272	1710
bin485	S_Agona_SL483_accessory_0293_length_17349	S_Agona_SL483	17349	5373	7080	1708
bin486	S_Bongori_NCTC12419_accessory_0044_length_1704	S_Bongori_NCTC12419	1704	1	1704	1704
bin487	S_Typhimurium_ST313_AGEnt_accessory_0316_length_1704	S_Typhimurium_ST313_AGEnt	1704	1	1704	1704
bin488	S_Typhimurium_ST313_AGEnt_accessory_0366_length_2054	S_Typhimurium_ST313_AGEnt	2054	179	1876	1698
bin489	S_Schwarzengrund_CVM19633_accessory_0497_length_1693	S_Schwarzengrund_CVM19633	1693	1	1693	1693
bin490	S_Typhimurium_LT2_accessory_0295_length_48444	S_Typhimurium_LT2	48444	46753	48444	1692
bin491	S_Bongori_NCTC12419_accessory_0140_length_1689	S_Bongori_NCTC12419	1689	1	1689	1689
bin492	S_Choleraesuis_SCB67_accessory_0134_length_50130	S_Choleraesuis_SCB67	50130	13966	15650	1685
bin493	S_Bongori_NCTC12419_accessory_0052_length_1684	S_Bongori_NCTC12419	1684	1	1684	1684
bin494	S_Dublin_CT02021853_accessory_0304_length_1684	S_Dublin_CT02021853	1684	1	1684	1684
bin495	S_Schwarzengrund_CVM19633_accessory_0133_length_1683	S_Schwarzengrund_CVM19633	1683	1	1683	1683
bin496	S_Choleraesuis_SCB67_accessory_0041_length_1671	S_Choleraesuis_SCB67	1671	1	1671	1671
bin497	S_Bongori_NCTC12419_accessory_0206_length_1655	S_Bongori_NCTC12419	1655	1	1655	1655
bin498	S_Dublin_CT02021853_accessory_0539_length_1652	S_Dublin_CT02021853	1652	1	1652	1652
bin499	S_Schwarzengrund_CVM19633_accessory_0499_length_40147	S_Schwarzengrund_CVM19633	40147	1	1652	1652
bin500	S_Choleraesuis_SCB67_accessory_0131_length_1650	S_Choleraesuis_SCB67	1650	1	1650	1650
bin501	S_Bongori_NCTC12419_accessory_0518_length_1648	S_Bongori_NCTC12419	1648	1	1648	1648
bin502	S_Schwarzengrund_CVM19633_accessory_0257_length_1647	S_Schwarzengrund_CVM19633	1647	1	1647	1647
bin503	S_Bongori_NCTC12419_accessory_0461_length_1641	S_Bongori_NCTC12419	1641	1	1641	1641
bin504	S_Agona_SL483_accessory_0164_length_1640	S_Agona_SL483	1640	1	1640	1640
bin505	S_Abortusovis_SR44_AGEnt_accessory_0329_length_1637	S_Abortusovis_SR44	1637	1	1637	1637
bin506	S_Schwarzengrund_CVM19633_accessory_0243_length_39849	S_Schwarzengrund_CVM19633	39849	38217	39849	1633
bin507	S_ParatyphiA_AKU12601_accessory_0388_length_1628	S_ParatyphiA_AKU12601	1628	1	1628	1628
