ref_genome	num_genomes_sharing	genome_codes_not_sharing	num_shared_positions
14	8	,2,3,6,7,10,11,12,13,15,18,	30
14	8	,3,4,6,7,8,9,12,13,16,17,	1
14	8	,1,3,4,5,6,7,8,9,12,13,	266
14	8	,1,3,6,7,8,10,11,15,16,18,	210
14	8	,2,3,4,6,7,8,11,12,13,16,	34
14	8	,1,2,3,4,5,6,7,13,15,18,	748
14	8	,1,2,4,5,6,7,8,12,16,17,	157
14	8	,2,4,5,6,7,8,10,11,16,17,	2
14	8	,2,3,4,10,11,13,15,16,17,18,	217
14	8	,3,4,5,6,7,8,9,13,15,18,	117
14	8	,1,3,4,6,9,10,11,13,15,18,	92
14	8	,1,2,4,5,6,7,8,9,16,17,	109
14	8	,1,4,6,7,8,9,10,11,13,17,	1
14	13	,3,4,10,11,12,	5
14	13	,2,4,13,16,17,	19
14	13	,3,8,10,11,13,	1
14	13	,2,3,13,16,17,	233
14	13	,1,3,13,16,17,	18
14	13	,2,8,12,16,17,	1
14	13	,2,3,8,12,13,	11939
14	13	,2,3,6,7,13,	238
14	13	,1,4,5,6,7,	1976
14	13	,5,6,7,15,18,	3
14	13	,2,3,10,11,13,	449
14	13	,6,10,11,15,18,	79
14	13	,2,8,12,15,18,	578
14	13	,1,3,10,11,13,	457
14	13	,1,10,11,15,18,	7661
14	13	,1,2,10,11,12,	4
14	13	,2,3,7,8,13,	2
14	13	,2,5,6,7,12,	365
14	13	,2,10,11,15,18,	29259
14	13	,4,5,6,7,12,	40
14	13	,3,6,7,10,11,	534
14	13	,2,5,6,7,8,	1
14	13	,2,3,11,15,18,	5
14	13	,1,2,6,7,12,	2019
14	13	,2,4,5,6,7,	7137
14	9	,1,4,5,6,7,8,9,16,17,	652
14	9	,2,3,6,10,11,12,13,15,18,	2
14	9	,2,3,5,6,10,11,13,15,18,	6
14	9	,2,3,4,5,6,7,10,11,12,	1
14	9	,2,8,10,11,12,15,16,17,18,	10
14	9	,2,4,5,6,7,10,11,15,18,	224
14	9	,1,2,6,7,8,10,11,15,18,	236
14	9	,2,3,4,6,7,8,12,13,16,	28
14	9	,1,5,6,7,8,10,11,15,18,	169
14	9	,1,2,3,6,7,8,9,13,16,	172
14	9	,1,5,6,7,8,9,10,11,13,	201
14	9	,1,2,4,5,6,7,8,16,17,	5
14	9	,2,6,7,8,9,10,11,15,18,	78
14	9	,3,4,5,6,7,9,13,16,17,	39
14	9	,1,2,3,6,7,8,13,16,17,	124
14	9	,1,4,5,6,7,10,11,15,18,	91
14	9	,3,4,5,6,7,12,13,16,17,	17
14	9	,2,3,4,5,6,7,9,12,13,	528
14	9	,3,5,6,7,9,12,13,16,17,	1
14	9	,1,2,5,6,7,10,11,15,18,	10
14	9	,1,2,4,5,6,7,9,10,11,	110
14	9	,1,2,5,6,10,11,12,15,18,	115
14	9	,2,3,4,6,7,11,12,13,16,	27
14	9	,2,3,4,10,11,12,13,15,18,	5
14	9	,1,2,3,4,9,12,13,16,17,	154
14	9	,1,2,4,8,10,11,12,16,17,	12
14	9	,2,4,5,6,7,8,12,16,17,	252
14	9	,1,2,4,5,6,9,12,15,18,	15
14	9	,1,2,6,7,8,9,10,11,13,	14
14	9	,1,2,5,6,7,8,10,11,12,	984
14	9	,2,3,4,6,7,11,12,13,18,	62
14	9	,1,3,4,5,6,7,8,9,13,	1
14	9	,1,2,10,11,12,15,16,17,18,	83
14	9	,1,2,4,5,6,7,8,15,18,	98
14	9	,1,3,8,12,13,15,16,17,18,	4798
14	9	,3,4,5,6,7,8,9,12,13,	4
14	9	,1,2,3,5,8,10,11,12,13,	661
14	9	,1,2,3,10,11,12,13,15,18,	19
14	15	,9,15,18,	1
14	15	,1,10,11,	3
14	15	,3,10,11,	2265
14	15	,1,2,5,	1250
14	15	,7,10,11,	381
14	15	,4,16,17,	70
14	15	,7,15,18,	334
14	15	,8,16,17,	3444
14	15	,2,15,18,	1481
14	15	,2,10,11,	18369
14	15	,1,6,7,	15
14	15	,13,15,18,	446
14	15	,1,2,12,	23
14	15	,2,5,7,	69
14	15	,3,9,13,	1
14	15	,2,9,12,	3457
14	15	,2,6,7,	8913
14	15	,2,7,8,	1358
14	15	,2,3,13,	11701
14	15	,8,10,11,	6
14	15	,2,8,12,	407
14	15	,1,3,13,	57
14	15	,2,4,13,	125
14	15	,2,4,12,	62
14	15	,2,16,17,	378
14	3	,1,3,4,6,7,8,9,10,11,12,13,15,16,17,18,	3
14	3	,1,2,3,4,5,6,7,8,9,10,11,13,15,17,18,	4
14	3	,1,2,3,4,5,6,7,9,10,11,12,15,16,17,18,	9
14	3	,1,2,4,5,6,7,9,10,11,12,13,15,16,17,18,	785
14	3	,2,3,4,5,6,7,8,9,10,11,13,15,16,17,18,	202
14	3	,1,3,5,6,7,8,9,10,11,12,13,15,16,17,18,	492
14	3	,1,2,4,5,6,7,8,9,10,11,12,13,16,17,18,	5
14	3	,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,	1185
14	3	,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,	2604
14	3	,1,2,4,5,6,7,8,10,11,12,13,15,16,17,18,	5970
14	3	,1,3,4,5,6,7,8,10,11,12,13,15,16,17,18,	5655
14	3	,1,2,4,5,6,7,8,9,11,12,13,15,16,17,18,	1082
14	3	,1,4,5,6,7,8,9,10,11,12,13,15,16,17,18,	15
14	3	,1,2,3,4,5,6,7,10,11,12,13,15,16,17,18,	291
14	3	,1,2,4,5,6,7,8,9,10,11,12,15,16,17,18,	3806
14	3	,2,4,5,6,7,8,9,10,11,12,13,15,16,17,18,	4
14	3	,1,2,3,4,5,6,7,9,10,11,12,13,16,17,18,	1
14	3	,1,2,3,4,5,6,7,8,10,11,13,15,16,17,18,	727
14	3	,1,2,3,6,7,8,9,10,11,12,13,15,16,17,18,	1298
14	3	,1,2,3,4,5,6,7,8,9,12,13,15,16,17,18,	907
14	3	,1,2,3,5,6,7,8,9,10,11,12,15,16,17,18,	377
14	3	,1,2,3,5,6,7,8,9,10,11,13,15,16,17,18,	1349
14	3	,1,2,3,5,6,7,8,10,11,12,13,15,16,17,18,	2088
14	3	,2,3,4,5,6,7,9,10,11,12,13,15,16,17,18,	2252
14	3	,1,2,3,4,5,6,7,8,9,10,11,12,13,15,18,	573
14	3	,1,2,3,5,6,7,9,10,11,12,13,15,16,17,18,	23
14	3	,1,2,3,4,5,6,7,8,9,11,12,13,16,17,18,	2013
14	3	,2,3,4,5,6,7,8,10,11,12,13,15,16,17,18,	179
14	3	,1,2,3,4,5,6,7,9,11,12,13,15,16,17,18,	2
14	3	,1,3,4,5,6,7,8,9,10,11,13,15,16,17,18,	321
14	18	,0,	3442046
14	14	,2,3,6,7,	746
14	14	,2,12,16,17,	12
14	14	,2,6,7,12,	163
14	14	,2,6,7,8,	748
14	14	,4,8,10,11,	1
14	14	,2,8,9,12,	5411
14	14	,10,11,15,18,	16405
14	14	,1,5,6,7,	1227
14	14	,1,3,12,13,	364
14	14	,2,12,15,18,	49
14	14	,3,8,10,11,	1
14	14	,8,12,16,17,	422
14	14	,3,10,11,13,	1248
14	14	,6,7,10,11,	38
14	14	,1,2,15,18,	1380
14	14	,4,5,6,7,	67
14	14	,1,10,11,13,	488
14	14	,1,8,9,12,	2837
14	14	,15,16,17,18,	678
14	14	,2,3,10,11,	1
14	14	,1,2,10,11,	4620
14	14	,2,13,16,17,	42
14	14	,3,10,11,12,	133
14	14	,3,6,7,13,	101
14	14	,2,3,15,18,	739
14	14	,3,13,15,18,	7
14	14	,2,4,16,17,	123
14	14	,1,2,5,12,	1695
14	14	,2,8,16,17,	47
14	14	,5,6,7,9,	4
14	14	,3,4,12,13,	10
14	14	,2,3,12,13,	2
14	14	,2,7,15,18,	4
14	14	,3,8,12,13,	1028
14	14	,1,12,16,17,	120
14	14	,2,3,9,13,	5725
14	14	,2,7,16,17,	14
14	14	,2,5,6,7,	109
15	7	,1,4,5,6,7,8,12,13,14,16,17,	102
15	7	,2,3,4,5,6,7,8,9,10,11,14,	838
15	7	,1,2,5,6,7,9,10,11,14,16,17,	2
15	7	,3,5,6,7,8,9,10,11,12,13,14,	1576
15	7	,1,2,4,5,6,7,9,12,13,16,17,	8469
15	7	,1,2,3,4,5,6,7,8,9,12,13,	22
15	7	,4,5,6,7,8,9,10,11,12,16,17,	60
15	7	,1,2,3,4,5,6,7,8,9,13,16,	1024
15	7	,1,2,3,5,6,7,8,10,11,12,13,	3545
15	7	,2,3,5,6,7,8,9,12,13,14,17,	3136
15	7	,1,2,3,4,5,6,7,9,12,13,14,	169
15	7	,2,3,4,5,6,7,8,12,13,16,17,	1
15	7	,1,4,5,6,7,8,9,12,14,16,17,	1
15	7	,1,2,3,5,8,10,11,12,13,16,17,	35
15	7	,1,2,3,6,7,8,9,12,13,14,16,	136
15	7	,1,2,3,4,5,6,7,8,9,13,14,	6562
15	7	,1,3,4,5,6,7,8,9,13,16,17,	6
15	7	,3,4,5,6,7,8,9,12,13,16,17,	4825
15	7	,1,4,6,7,8,9,10,11,13,16,17,	659
15	7	,1,2,3,4,5,6,7,8,13,14,16,	3304
15	7	,1,2,3,4,8,9,10,11,12,13,14,	113
15	7	,1,2,3,4,5,6,7,9,10,11,13,	4
15	7	,2,3,4,5,6,7,8,10,11,13,14,	153
15	7	,1,3,4,5,6,7,9,12,13,16,17,	165
15	7	,2,3,5,6,7,8,9,10,11,13,14,	1146
15	7	,2,3,4,5,6,7,8,9,12,13,14,	4834
15	7	,1,2,3,4,5,6,7,12,13,16,17,	123
15	7	,1,2,4,5,6,7,8,9,14,16,17,	262
15	7	,1,2,3,6,7,9,10,11,12,13,14,	413
15	7	,1,2,5,6,7,8,9,10,11,16,17,	40
15	7	,2,3,5,6,7,8,9,12,13,14,16,	2
15	7	,1,2,4,5,6,7,8,10,11,13,14,	15
15	7	,1,2,3,5,6,7,8,12,13,14,16,	53
15	7	,2,3,4,5,6,7,9,12,13,16,17,	486
15	7	,2,4,5,6,7,8,9,12,14,16,17,	3743
15	7	,1,2,3,4,5,8,12,13,14,16,17,	434
15	7	,1,3,4,5,6,7,8,9,12,13,14,	24
15	16	,7,14,	115
15	16	,7,8,	88
15	16	,4,12,	37
15	16	,1,8,	9
15	16	,2,7,	3029
15	16	,8,12,	122
15	16	,9,14,	446
15	16	,2,3,	10451
15	16	,2,14,	43754
15	16	,1,2,	18626
15	16	,2,4,	2225
15	16	,12,14,	140
15	16	,7,10,	168
15	16	,2,8,	9239
15	16	,2,13,	570
15	16	,2,9,	553
15	16	,3,13,	1167
15	16	,2,12,	927
15	16	,4,13,	113
15	16	,2,18,	744
15	16	,2,10,	170
15	16	,16,17,	112
15	16	,6,7,	12664
15	16	,10,11,	13474
15	16	,1,14,	769
15	16	,8,14,	2
15	16	,1,4,	192
15	16	,2,5,	141
15	16	,2,6,	33
15	1	,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,	157257
15	4	,2,4,5,6,7,8,9,11,12,13,14,16,17,18,	3
15	4	,1,2,3,5,6,7,8,9,10,11,12,13,14,17,	2273
15	4	,1,2,3,4,5,6,7,10,11,12,13,14,16,17,	933
15	4	,1,2,4,5,6,7,8,11,12,13,14,16,17,18,	1
15	4	,1,2,3,4,5,6,7,8,9,10,11,12,13,14,	24
15	4	,1,3,4,5,6,7,8,9,10,11,12,13,16,17,	461
15	4	,1,2,4,5,6,7,8,9,11,12,13,16,17,18,	11007
15	4	,1,2,3,4,6,7,8,9,10,11,13,14,16,17,	37
15	4	,1,2,3,5,8,9,10,11,12,13,14,16,17,18,	182
15	4	,1,2,3,4,5,6,7,8,9,12,13,14,16,17,	35706
15	4	,1,2,3,5,6,7,8,9,10,11,12,14,16,17,	3
15	4	,1,2,3,5,6,7,8,10,11,12,13,14,16,17,	4
15	4	,1,2,3,5,6,7,8,9,10,11,12,13,16,17,	263
15	4	,1,2,3,4,5,6,7,8,11,12,13,16,17,18,	4038
15	4	,1,2,4,5,6,7,8,9,10,11,12,13,16,17,	570
15	4	,1,2,4,5,6,7,8,9,10,11,12,14,16,17,	4362
15	4	,2,3,4,6,7,8,9,11,12,13,14,16,17,18,	3
15	4	,1,2,5,6,7,8,9,10,11,12,14,16,17,18,	382
15	4	,1,2,4,5,6,7,8,10,11,12,13,14,16,17,	206
15	4	,1,2,3,4,5,6,7,8,9,10,11,14,16,17,	13
15	4	,1,2,3,4,5,6,7,8,10,11,13,14,16,17,	1098
15	4	,1,2,4,5,6,7,9,11,12,13,14,16,17,18,	9
15	4	,1,2,3,4,5,6,7,8,10,11,12,13,16,17,	346
15	4	,1,2,4,5,6,7,8,10,11,12,13,16,17,18,	4117
15	4	,1,2,3,5,6,7,8,9,10,11,12,13,14,16,	456
15	4	,1,2,4,5,6,7,8,10,11,12,14,16,17,18,	851
15	4	,1,2,3,4,5,6,7,9,10,11,13,14,16,17,	2244
15	4	,1,2,3,4,5,6,7,8,9,10,11,13,16,17,	1517
15	4	,1,2,3,4,5,6,7,9,10,11,12,13,14,16,	1
15	6	,2,3,4,5,6,7,8,9,12,13,14,16,	982
15	6	,1,3,4,5,6,7,8,12,13,14,16,17,	652
15	6	,2,3,4,5,6,7,8,9,12,13,16,17,	279
15	6	,1,2,5,6,7,8,9,10,11,14,16,17,	1702
15	6	,1,2,3,5,6,7,8,9,12,13,14,16,	45
15	6	,1,2,3,4,5,6,7,9,10,11,12,14,	303
15	6	,1,2,4,5,6,7,9,12,13,14,16,17,	103
15	6	,1,2,3,4,5,6,7,8,9,12,13,14,	557
15	6	,1,4,5,6,7,8,10,11,12,13,16,17,	84
15	6	,1,2,5,6,7,8,9,10,11,13,16,17,	37
15	6	,2,3,5,6,7,8,9,12,13,14,16,17,	36
15	6	,1,2,3,4,5,6,7,8,12,13,16,17,	9106
15	6	,1,2,4,5,6,7,8,10,11,13,16,17,	364
15	6	,1,2,3,5,6,7,8,10,11,12,13,17,	495
15	6	,1,2,3,4,5,6,7,8,9,13,14,16,	185
15	6	,1,2,4,5,6,7,8,9,12,14,16,17,	1330
15	6	,3,4,5,6,7,8,9,12,13,14,16,17,	789
15	6	,1,2,4,5,6,7,11,12,13,16,17,18,	4739
15	6	,1,2,3,4,5,6,7,8,12,13,14,16,	231
15	6	,1,2,3,4,5,6,7,9,12,13,16,17,	109
15	6	,2,3,4,5,6,7,8,9,12,13,14,17,	57
15	6	,2,3,4,5,6,7,9,12,13,14,16,17,	1198
15	6	,1,2,4,5,6,7,8,9,10,11,16,17,	3
15	6	,1,2,3,5,6,7,9,12,13,14,16,17,	154
15	6	,1,2,4,5,6,7,8,9,11,12,16,17,	2
15	6	,1,2,3,4,8,9,10,11,13,14,16,17,	123
15	6	,2,4,5,6,7,8,9,10,11,12,16,17,	134
15	6	,2,3,5,6,7,8,9,10,11,12,13,14,	4130
15	6	,2,3,4,5,6,7,8,9,10,11,13,14,	37
15	6	,2,4,6,7,9,11,12,13,14,16,17,18,	20
15	6	,1,4,5,6,7,8,10,11,12,14,16,17,	36
15	6	,1,2,3,4,5,6,7,12,13,14,16,17,	1279
15	6	,1,3,4,5,6,7,8,9,12,13,16,17,	2921
15	6	,1,2,3,4,5,6,7,8,9,13,16,17,	616
15	6	,1,2,3,4,5,6,7,8,9,12,13,16,	26
15	6	,1,2,3,5,6,7,8,12,13,14,16,17,	213
15	6	,1,2,3,4,5,6,7,8,9,12,13,17,	235
15	6	,1,2,3,4,5,6,7,8,13,14,16,17,	318
15	6	,1,2,4,5,6,7,8,10,11,14,16,17,	15078
15	6	,2,3,4,5,6,7,8,12,13,14,16,17,	3324
15	17	,6,	1364
15	17	,9,	621
15	17	,1,	681
15	17	,3,	22095
15	17	,14,	2535
15	17	,12,	174
15	17	,8,	603
15	17	,4,	5152
15	17	,7,	12556
15	17	,2,	503659
15	17	,10,	229
15	17	,5,	921
15	17	,13,	512
15	17	,11,	349
15	12	,1,2,3,4,12,13,	370
15	12	,2,3,10,11,12,13,	123
15	12	,1,2,9,14,16,17,	6
15	12	,2,6,7,8,12,14,	21
15	12	,2,3,7,10,11,13,	1
15	12	,2,8,9,10,11,14,	397
15	12	,3,4,8,12,13,14,	3
15	12	,2,6,7,10,11,13,	732
15	12	,1,6,7,9,10,11,	216
15	12	,2,3,12,13,16,17,	2
15	12	,3,6,7,10,11,13,	272
15	12	,2,3,8,12,13,14,	110
15	12	,4,5,6,7,9,12,	4
15	12	,2,4,8,13,16,17,	77
15	12	,2,3,4,6,7,12,	179
15	12	,2,3,9,12,13,14,	5
15	12	,1,2,3,8,9,13,	10
15	12	,1,2,10,11,13,14,	37
15	12	,6,7,10,11,12,13,	28
15	12	,2,3,4,6,7,13,	962
15	12	,2,7,8,9,12,14,	713
15	12	,1,2,3,9,12,13,	1
15	12	,2,4,6,7,10,11,	194
15	12	,5,6,7,12,16,17,	2
15	12	,2,8,12,14,16,17,	1
15	12	,1,2,8,14,16,17,	2972
15	12	,1,2,3,9,13,14,	5029
15	12	,2,8,9,12,16,17,	198
15	12	,2,3,6,9,12,13,	1
15	12	,2,5,6,7,12,14,	68
15	12	,1,2,5,6,7,8,	2
15	12	,3,4,5,6,7,13,	38
15	12	,1,2,6,7,8,14,	487
15	12	,1,2,3,9,13,16,	49
15	12	,8,9,12,14,16,17,	1751
15	12	,3,6,9,10,11,12,	70
15	12	,1,2,4,5,6,7,	2550
15	12	,1,2,8,9,16,17,	2
15	12	,1,6,7,10,11,14,	62
15	12	,1,2,8,10,11,14,	709
15	12	,1,2,3,13,16,17,	1183
15	12	,1,5,6,7,10,11,	1601
15	12	,1,2,3,8,12,13,	2095
15	12	,2,3,6,10,11,12,	70
15	12	,2,3,10,11,13,14,	107
15	12	,1,2,5,6,7,12,	16415
15	12	,2,4,5,6,7,9,	2
15	12	,3,4,10,11,12,13,	13
15	12	,1,2,3,10,11,13,	325
15	12	,2,4,6,7,8,12,	48
15	5	,2,4,6,7,8,9,11,12,13,14,16,17,18,	7
15	5	,1,2,4,5,6,7,8,9,10,11,14,16,17,	1566
15	5	,1,2,3,4,5,6,7,8,9,12,13,14,17,	18
15	5	,2,3,4,5,6,7,8,9,12,13,14,16,17,	11913
15	5	,1,2,4,5,6,7,9,10,11,13,14,16,17,	7
15	5	,3,4,5,6,7,8,9,10,11,12,13,16,17,	3630
15	5	,1,2,4,5,6,7,9,11,12,13,16,17,18,	1447
15	5	,1,3,4,5,6,7,8,9,12,13,14,16,17,	2494
15	5	,2,3,5,6,7,8,9,10,11,12,13,14,17,	170
15	5	,2,3,4,6,7,9,11,12,13,14,16,17,18,	2
15	5	,1,3,5,6,7,8,9,10,11,12,13,14,16,	4
15	5	,1,2,3,4,5,6,7,9,12,13,14,16,17,	1866
15	5	,1,2,3,6,7,8,9,10,11,12,13,14,16,	4
15	5	,1,2,3,4,8,9,10,11,12,13,14,16,17,	190
15	5	,1,2,3,5,6,7,8,9,12,13,14,16,17,	39
15	5	,2,3,4,5,6,7,8,9,10,11,12,13,14,	958
15	5	,1,2,4,5,6,7,8,10,11,12,14,16,17,	4669
15	5	,1,2,3,4,5,6,7,11,12,13,16,17,18,	855
15	5	,1,2,5,6,7,8,9,10,11,12,14,16,17,	55
15	5	,1,2,3,4,5,6,7,8,12,13,14,16,17,	2260
15	5	,2,4,5,6,7,8,9,10,11,12,14,16,17,	25
15	5	,1,2,3,4,5,6,7,8,9,13,14,16,17,	1490
15	5	,1,2,4,5,6,7,8,9,10,11,12,16,17,	200
15	5	,1,2,4,5,6,7,8,10,11,12,13,16,17,	1248
15	5	,1,2,4,5,6,7,8,11,12,13,16,17,18,	1841
15	5	,1,2,3,4,5,6,7,8,9,12,13,16,17,	15140
15	5	,2,4,5,6,7,9,11,12,13,14,16,17,18,	3985
15	5	,1,2,3,4,5,6,7,9,10,11,13,14,16,	2
15	5	,1,2,3,4,5,6,7,12,13,14,16,17,18,	25
15	5	,1,2,3,4,5,6,7,8,9,12,13,14,16,	181
15	5	,1,2,3,5,6,7,8,10,11,12,13,16,17,	9
15	2	,1,2,3,4,5,6,7,8,9,10,11,12,14,16,17,18,	1057
15	2	,1,2,3,4,5,6,7,8,9,10,11,13,14,16,17,18,	1034
15	2	,1,2,3,4,5,6,7,8,9,11,12,13,14,16,17,18,	155733
15	2	,1,2,3,4,5,6,7,8,10,11,12,13,14,16,17,18,	7686
15	2	,1,2,3,5,6,7,8,9,10,11,12,13,14,16,17,18,	731
15	2	,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,	93440
15	2	,1,2,3,4,6,7,8,9,10,11,12,13,14,16,17,18,	2253
15	11	,1,2,3,4,9,12,13,	1
15	11	,1,2,3,8,13,16,17,	4211
15	11	,1,4,5,6,7,10,11,	1
15	11	,1,2,5,6,7,12,13,	237
15	11	,3,4,5,6,7,12,13,	32
15	11	,1,3,8,9,13,16,17,	57
15	11	,1,2,6,7,10,11,12,	396
15	11	,1,2,3,9,12,13,16,	1186
15	11	,2,6,7,10,11,12,14,	299
15	11	,1,2,5,6,7,10,11,	926
15	11	,1,3,4,10,11,12,13,	13
15	11	,1,3,12,13,14,16,17,	2
15	11	,2,3,9,12,13,16,17,	119
15	11	,2,3,4,5,6,7,13,	126
15	11	,1,2,9,12,13,16,17,	16
15	11	,2,3,12,13,14,16,17,	127
15	11	,1,2,3,4,8,16,17,	1
15	11	,1,3,4,5,6,7,13,	676
15	11	,2,5,6,7,12,16,17,	9
15	11	,2,8,9,10,11,13,14,	5
15	11	,2,3,6,7,10,11,13,	970
15	11	,2,4,5,6,7,12,14,	3
15	11	,2,3,6,9,10,11,12,	70
15	11	,1,2,10,11,14,16,17,	34
15	11	,1,4,5,6,7,12,13,	4
15	11	,1,2,5,6,7,16,17,	46
15	11	,1,2,5,8,10,11,12,	1842
15	11	,1,2,3,8,12,13,14,	2
15	11	,1,2,6,7,10,11,14,	444
15	11	,2,3,8,12,13,16,17,	1
15	11	,2,4,6,7,10,11,13,	364
15	11	,2,5,6,7,8,9,12,	54
15	11	,6,7,9,10,11,12,13,	119
15	11	,4,5,6,7,8,16,17,	35
15	10	,1,2,3,8,12,13,16,17,	11
15	10	,1,2,8,9,12,14,16,17,	2917
15	10	,2,3,6,7,9,12,13,14,	20
15	10	,2,5,6,7,10,11,16,17,	19
15	10	,4,5,6,7,9,10,11,12,	107
15	10	,1,3,9,12,13,14,16,17,	2
15	10	,1,2,5,8,9,14,16,17,	890
15	10	,1,4,5,6,7,9,10,11,	132
15	10	,1,6,7,8,9,10,11,13,	359
15	10	,1,2,5,6,7,10,11,14,	2376
15	10	,1,2,3,4,5,6,7,13,	11249
15	10	,2,3,8,9,12,13,16,17,	333
15	10	,2,3,4,6,7,10,11,13,	2541
15	10	,5,6,7,9,10,11,12,13,	644
15	10	,1,5,6,7,10,11,14,16,	146
15	10	,2,3,4,6,7,12,13,17,	56
15	10	,1,2,3,8,9,13,16,17,	118
15	10	,2,5,6,7,10,11,12,14,	137
15	10	,1,2,4,5,6,7,9,14,	1304
15	10	,4,5,6,7,9,10,11,14,	1
15	10	,1,2,6,7,10,11,12,14,	920
15	10	,1,2,6,7,9,12,16,17,	61
15	10	,1,2,5,6,7,8,10,11,	1153
15	10	,1,2,3,8,9,12,14,17,	1088
15	10	,2,3,8,9,10,11,13,14,	145
15	10	,1,2,6,7,8,10,11,14,	221
15	10	,1,2,5,6,7,14,16,17,	6
15	10	,1,2,4,5,6,7,10,11,	12
15	18	,0,	3419002
15	14	,1,2,8,14,	478
15	14	,2,4,5,14,	64
15	14	,2,14,16,17,	6232
15	14	,2,10,11,14,	2178
15	14	,1,2,7,14,	17
15	14	,5,6,7,14,	3
15	14	,1,2,5,12,	1695
15	14	,1,2,4,12,	68
15	14	,3,6,7,13,	101
15	14	,2,8,10,11,	5
15	14	,1,7,12,14,	74
15	14	,2,4,16,17,	19
15	14	,2,9,10,11,	75
15	14	,2,3,9,13,	5841
15	14	,2,6,8,12,	137
15	14	,1,8,9,14,	297
15	14	,2,5,6,7,	109
15	14	,2,8,16,17,	37
15	14	,3,4,12,13,	10
15	14	,3,8,12,13,	1028
15	14	,1,12,16,17,	120
15	14	,1,2,3,13,	11
15	14	,2,6,7,8,	647
15	14	,2,8,9,12,	5411
15	14	,1,3,12,13,	341
15	14	,1,5,6,7,	1243
15	14	,1,2,16,17,	12
15	14	,3,8,13,14,	1
15	14	,2,3,6,7,	744
15	14	,2,12,16,17,	3
15	14	,2,6,7,12,	137
15	14	,1,8,10,11,	56
15	14	,1,3,13,14,	3548
15	14	,1,10,11,13,	244
15	14	,1,8,9,12,	2836
15	14	,2,4,13,14,	247
15	14	,2,3,13,14,	7
15	14	,2,13,16,17,	4
15	14	,1,2,10,11,	4148
15	14	,1,10,11,14,	422
15	14	,3,5,8,13,	31
15	14	,8,12,16,17,	422
15	14	,3,10,11,13,	1248
15	14	,1,2,9,14,	205
15	14	,6,7,10,11,	38
15	8	,1,3,4,5,6,7,8,9,12,13,	266
15	8	,2,3,4,5,6,7,8,9,13,14,	1636
15	8	,3,4,6,7,8,9,12,13,16,17,	1
15	8	,1,2,3,4,5,6,7,8,9,13,	20
15	8	,2,4,5,6,7,8,12,14,16,17,	1
15	8	,1,4,5,6,7,8,12,13,16,17,	76
15	8	,1,2,4,5,6,7,8,12,16,17,	154
15	8	,1,3,4,5,6,7,8,9,13,14,	132
15	8	,1,4,6,7,8,9,10,11,13,17,	1
15	8	,1,2,4,5,6,7,8,10,11,14,	125
15	8	,1,2,5,6,7,10,11,14,16,17,	27
15	8	,1,2,4,5,6,7,9,10,11,12,	61
15	8	,1,2,3,4,5,6,7,9,13,14,	6872
15	8	,1,2,4,5,6,7,8,9,16,17,	110
15	8	,1,2,3,8,9,12,13,14,16,17,	19179
15	8	,1,3,4,8,9,10,11,12,13,14,	3
15	8	,1,2,4,5,6,7,12,14,16,17,	4
15	8	,1,3,5,6,7,8,9,12,13,14,	24
15	8	,1,3,4,5,6,7,12,13,16,17,	266
15	8	,2,3,4,5,6,7,8,10,11,14,	87
15	8	,1,2,4,8,9,12,14,16,17,18,	7
15	8	,1,2,3,4,5,6,7,9,12,13,	213
15	8	,3,4,5,6,7,9,12,13,16,17,	260
15	8	,2,3,5,6,7,8,9,12,14,17,	11
15	8	,1,2,3,5,6,7,8,10,11,13,	183
15	8	,1,2,3,5,6,7,12,13,16,17,	190
15	8	,1,4,5,6,7,8,9,12,16,17,	93
15	8	,1,2,3,4,5,8,12,13,16,17,	35
15	8	,2,3,5,6,7,8,9,12,13,14,	15841
15	8	,1,3,4,5,6,7,8,13,16,17,	40
15	9	,1,2,3,6,7,8,13,16,17,	120
15	9	,3,4,5,6,7,12,13,16,17,	17
15	9	,3,5,6,7,9,12,13,16,17,	1
15	9	,2,3,4,5,6,7,9,12,13,	528
15	9	,1,2,3,6,7,9,12,13,14,	824
15	9	,1,5,6,7,9,10,11,14,16,	17
15	9	,1,2,3,6,7,8,9,13,16,	109
15	9	,1,2,4,5,6,7,8,16,17,	5
15	9	,3,4,5,6,7,9,13,16,17,	43
15	9	,1,2,3,8,9,12,13,14,17,	1405
15	9	,1,2,5,6,7,8,10,11,13,	62
15	9	,1,2,3,8,9,13,14,16,17,	596
15	9	,1,4,5,6,7,8,9,16,17,	652
15	9	,1,3,8,9,12,13,14,16,17,	91
15	9	,3,4,5,6,7,8,9,12,13,	4
15	9	,1,2,6,7,9,12,14,16,17,	2368
15	9	,1,2,3,8,9,12,13,16,17,	96
15	9	,1,2,3,5,8,10,11,12,13,	627
15	9	,3,5,6,7,8,9,12,13,14,	3948
15	9	,4,5,6,7,8,10,11,12,14,	194
15	9	,1,4,5,6,7,9,10,11,12,	25
15	9	,1,2,5,6,7,8,10,11,12,	984
15	9	,1,3,4,5,6,7,8,9,13,	1
15	9	,2,3,8,9,12,13,14,16,17,	101
